@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.RemoveRange-V-R1-560-weka.filters.unsupervised.attribute.Remove-V-R105,63,102,99,109,65,115,114,113,112,108,107,103,106,69,62,60,38,3,5,119'

@attribute CUSR0000SAS numeric
@attribute M2SL numeric
@attribute CPIMEDSL numeric
@attribute CPIAUCSL numeric
@attribute PCEPI numeric
@attribute BOGMBASE numeric
@attribute CES3000000008 numeric
@attribute CES2000000008 numeric
@attribute CES0600000008 numeric
@attribute DSERRG3M086SBEA numeric
@attribute CUSR0000SA0L5 numeric
@attribute CUSR0000SA0L2 numeric
@attribute CUSR0000SAC numeric
@attribute CPIULFSL numeric
@attribute REALLN numeric
@attribute M1SL numeric
@attribute BUSINVx numeric
@attribute SRVPRD numeric
@attribute DPCERA3M086SBEA numeric
@attribute RETAILx numeric
@attribute UNRATE {'\'(-inf-6.266667]\'','\'(6.266667-10.533333]\'','\'(10.533333-inf)\''}

@data
-1.203518,-0.863254,-1.104916,-1.279179,-1.342155,-0.662811,-1.285526,-1.284246,-1.262026,-1.230508,-1.294253,-1.311258,-1.41614,-1.279866,-0.912502,-0.467196,-1.167892,-1.439802,-1.193752,-1.040393,'\'(-inf-6.266667]\''
-1.203518,-0.862749,-1.104916,-1.277651,-1.340689,-0.662465,-1.285526,-1.280969,-1.2608,-1.230193,-1.291776,-1.309964,-1.412762,-1.279866,-0.912245,-0.467093,-1.166719,-1.435993,-1.199068,-1.041129,'\'(-inf-6.266667]\''
-1.202624,-0.862278,-1.10378,-1.278004,-1.340323,-0.662118,-1.285526,-1.285338,-1.262026,-1.22962,-1.293015,-1.309964,-1.412762,-1.279866,-0.911984,-0.466929,-1.165301,-1.430138,-1.191125,-1.039137,'\'(-inf-6.266667]\''
-1.202624,-0.86179,-1.10378,-1.278356,-1.340201,-0.662234,-1.284159,-1.282061,-1.259573,-1.228933,-1.293015,-1.311258,-1.414451,-1.279866,-0.911702,-0.466786,-1.163937,-1.425479,-1.186417,-1.038742,'\'(-inf-6.266667]\''
-1.20173,-0.861167,-1.10378,-1.277534,-1.339957,-0.662002,-1.282792,-1.280969,-1.258346,-1.228188,-1.291776,-1.309964,-1.414451,-1.278687,-0.911402,-0.466561,-1.163405,-1.419813,-1.175624,-1.038411,'\'(-inf-6.266667]\''
-1.200837,-0.860646,-1.103211,-1.277181,-1.339804,-0.661714,-1.281425,-1.278784,-1.257119,-1.227587,-1.290537,-1.30867,-1.412762,-1.277508,-0.911129,-0.466315,-1.16275,-1.415343,-1.166432,-1.035189,'\'(-inf-6.266667]\''
-1.199943,-0.860124,-1.102643,-1.276006,-1.33895,-0.661425,-1.281425,-1.277692,-1.257119,-1.226785,-1.290537,-1.30867,-1.411073,-1.277508,-0.910864,-0.466172,-1.161714,-1.41059,-1.16672,-1.033643,'\'(-inf-6.266667]\''
-1.199943,-0.859535,-1.102643,-1.274831,-1.337118,-0.660616,-1.280058,-1.277692,-1.255892,-1.226097,-1.289298,-1.306083,-1.409384,-1.276329,-0.910645,-0.465946,-1.160623,-1.40442,-1.165343,-1.03318,'\'(-inf-6.266667]\''
-1.199049,-0.859064,-1.102075,-1.274478,-1.336508,-0.660905,-1.278691,-1.277692,-1.255892,-1.22541,-1.288059,-1.306083,-1.407695,-1.276329,-0.91033,-0.46568,-1.159464,-1.399887,-1.161084,-1.032318,'\'(-inf-6.266667]\''
-1.199049,-0.858626,-1.102075,-1.272127,-1.334402,-0.661309,-1.275956,-1.27223,-1.253439,-1.224694,-1.28682,-1.303495,-1.404317,-1.27515,-0.909998,-0.465578,-1.157445,-1.394662,-1.156568,-1.031929,'\'(-inf-6.266667]\''
-1.198155,-0.858189,-1.100938,-1.270952,-1.33315,-0.661251,-1.275956,-1.271137,-1.252212,-1.22415,-1.285582,-1.302202,-1.402628,-1.27515,-0.909745,-0.465393,-1.155836,-1.388492,-1.151315,-1.029632,'\'(-inf-6.266667]\''
-1.196368,-0.857836,-1.10037,-1.269777,-1.33138,-0.660905,-1.273222,-1.266768,-1.249758,-1.222861,-1.283104,-1.299614,-1.400939,-1.272793,-0.9095,-0.465127,-1.154445,-1.382448,-1.150963,-1.031451,'\'(-inf-6.266667]\''
-1.195474,-0.857701,-1.099802,-1.268954,-1.330739,-0.660847,-1.273222,-1.265675,-1.249758,-1.221744,-1.283104,-1.299614,-1.400939,-1.271614,-0.909301,-0.465229,-1.15229,-1.37716,-1.157304,-1.033716,'\'(-inf-6.266667]\''
-1.19458,-0.857516,-1.099233,-1.268601,-1.329457,-0.660558,-1.273222,-1.262398,-1.248531,-1.220427,-1.281865,-1.299614,-1.400939,-1.270435,-0.908977,-0.465168,-1.149972,-1.369983,-1.155511,-1.030725,'\'(-inf-6.266667]\''
-1.192793,-0.857566,-1.098097,-1.267779,-1.328449,-0.65998,-1.270488,-1.262398,-1.247305,-1.219539,-1.280626,-1.298321,-1.39925,-1.269256,-0.908791,-0.465434,-1.148144,-1.364821,-1.149682,-1.030168,'\'(-inf-6.266667]\''
-1.192793,-0.85728,-1.097528,-1.265428,-1.326465,-0.660211,-1.269121,-1.260213,-1.244851,-1.218766,-1.279387,-1.295733,-1.397561,-1.268077,-0.908669,-0.465332,-1.146194,-1.361484,-1.148625,-1.028659,'\'(-inf-6.266667]\''
-1.191005,-0.856809,-1.095823,-1.264253,-1.324817,-0.659807,-1.266387,-1.256936,-1.243624,-1.217477,-1.278149,-1.29444,-1.394183,-1.268077,-0.908488,-0.465086,-1.144625,-1.356447,-1.142315,-1.028386,'\'(-inf-6.266667]\''
-1.190112,-0.856759,-1.094687,-1.263078,-1.323443,-0.659691,-1.26502,-1.258028,-1.242397,-1.216102,-1.27691,-1.293146,-1.394183,-1.265719,-0.908292,-0.46525,-1.142512,-1.351159,-1.145326,-1.028964,'\'(-inf-6.266667]\''
-1.188324,-0.856489,-1.09355,-1.262725,-1.32268,-0.65946,-1.263653,-1.255844,-1.24117,-1.215215,-1.27691,-1.293146,-1.394183,-1.26454,-0.908151,-0.465209,-1.140589,-1.345871,-1.143885,-1.028917,'\'(-inf-6.266667]\''
-1.188324,-0.856001,-1.092982,-1.262255,-1.321581,-0.658767,-1.26502,-1.254751,-1.24117,-1.214413,-1.275671,-1.293146,-1.394183,-1.26454,-0.907972,-0.465086,-1.138966,-1.340834,-1.142796,-1.029873,'\'(-inf-6.266667]\''
-1.18743,-0.855766,-1.091845,-1.26249,-1.321551,-0.658998,-1.263653,-1.251474,-1.239944,-1.213639,-1.27691,-1.291852,-1.394183,-1.263361,-0.90782,-0.465106,-1.13692,-1.335829,-1.139529,-1.036329,'\'(-inf-6.266667]\''
-1.186537,-0.855177,-1.091277,-1.261315,-1.32094,-0.659287,-1.260918,-1.251474,-1.23749,-1.21278,-1.275671,-1.291852,-1.394183,-1.262182,-0.907704,-0.464881,-1.136129,-1.332933,-1.142091,-1.037612,'\'(-inf-6.266667]\''
-1.185643,-0.854403,-1.090709,-1.261315,-1.320666,-0.659345,-1.260918,-1.250382,-1.23749,-1.212236,-1.275671,-1.290559,-1.394183,-1.262182,-0.90757,-0.464512,-1.134997,-1.327613,-1.138504,-1.036345,'\'(-inf-6.266667]\''
-1.184749,-0.853999,-1.089572,-1.260139,-1.319781,-0.659287,-1.259551,-1.248197,-1.236263,-1.211234,-1.275671,-1.290559,-1.394183,-1.261003,-0.907426,-0.464635,-1.134247,-1.327204,-1.131906,-1.036024,'\'(-inf-6.266667]\''
-1.184749,-0.853141,-1.089004,-1.260139,-1.318773,-0.659229,-1.258184,-1.24492,-1.235036,-1.210489,-1.274432,-1.290559,-1.392494,-1.259824,-0.90726,-0.464328,-1.133756,-1.320373,-1.13197,-1.036603,'\'(-inf-6.266667]\''
-1.182962,-0.852333,-1.087867,-1.257789,-1.317094,-0.658883,-1.258184,-1.241643,-1.233809,-1.209315,-1.273193,-1.287971,-1.390805,-1.258645,-0.907049,-0.464062,-1.133415,-1.315714,-1.127839,-1.032807,'\'(-inf-6.266667]\''
-1.182962,-0.85161,-1.087299,-1.256613,-1.315293,-0.65842,-1.25545,-1.237273,-1.230129,-1.208599,-1.271955,-1.286678,-1.387427,-1.257466,-0.906848,-0.463837,-1.132678,-1.311717,-1.130337,-1.033711,'\'(-inf-6.266667]\''
-1.182068,-0.850852,-1.08673,-1.255438,-1.313645,-0.658478,-1.252716,-1.236181,-1.228902,-1.20774,-1.269477,-1.28409,-1.384049,-1.256287,-0.906645,-0.463509,-1.131137,-1.30731,-1.128255,-1.03368,'\'(-inf-6.266667]\''
-1.181174,-0.850196,-1.085594,-1.254263,-1.312027,-0.658189,-1.252716,-1.232903,-1.227675,-1.20648,-1.268238,-1.282797,-1.384049,-1.253929,-0.906397,-0.463304,-1.130346,-1.303123,-1.122362,-1.03,'\'(-inf-6.266667]\''
-1.179387,-0.849607,-1.084457,-1.253088,-1.310532,-0.657785,-1.251349,-1.230719,-1.226448,-1.205363,-1.266999,-1.281503,-1.38236,-1.25275,-0.906138,-0.46312,-1.130401,-1.301329,-1.129024,-1.032029,'\'(-inf-6.266667]\''
-1.179387,-0.849102,-1.083889,-1.250737,-1.308761,-0.657438,-1.249982,-1.227441,-1.223995,-1.204274,-1.26576,-1.280209,-1.380671,-1.251571,-0.90586,-0.462956,-1.12871,-1.293113,-1.12422,-1.028943,'\'(-inf-6.266667]\''
-1.177599,-0.848497,-1.082752,-1.249562,-1.307907,-0.656687,-1.247247,-1.225257,-1.222768,-1.203071,-1.264522,-1.278916,-1.377293,-1.250392,-0.905535,-0.462771,-1.127332,-1.288202,-1.114772,-1.025084,'\'(-inf-6.266667]\''
-1.176705,-0.848059,-1.082184,-1.248386,-1.305404,-0.656745,-1.241779,-1.216518,-1.217861,-1.201582,-1.263283,-1.276328,-1.375604,-1.248034,-0.905246,-0.462567,-1.126064,-1.287447,-1.110192,-1.027576,'\'(-inf-6.266667]\''
-1.175812,-0.847554,-1.081616,-1.247211,-1.303206,-0.657034,-1.240412,-1.221979,-1.216634,-1.199864,-1.262044,-1.275035,-1.373915,-1.246855,-0.904925,-0.462485,-1.124959,-1.280805,-1.109455,-1.025973,'\'(-inf-6.266667]\''
-1.174024,-0.847083,-1.080479,-1.246036,-1.301436,-0.656861,-1.237678,-1.216518,-1.21418,-1.198289,-1.260805,-1.273741,-1.372226,-1.245676,-0.904602,-0.462321,-1.124114,-1.27835,-1.097348,-1.02266,'\'(-inf-6.266667]\''
-1.17313,-0.846663,-1.079911,-1.24486,-1.299726,-0.656572,-1.236311,-1.215425,-1.211726,-1.197057,-1.259566,-1.272447,-1.370537,-1.244497,-0.90429,-0.462096,-1.122423,-1.272904,-1.100071,-1.022981,'\'(-inf-6.266667]\''
-1.172237,-0.846124,-1.079342,-1.243685,-1.297712,-0.656514,-1.233576,-1.211056,-1.209273,-1.195625,-1.258328,-1.271154,-1.370537,-1.244497,-0.903986,-0.461809,-1.120609,-1.271393,-1.09501,-1.022082,'\'(-inf-6.266667]\''
-1.170449,-0.845501,-1.078774,-1.241335,-1.295941,-0.656052,-1.232209,-1.211056,-1.209273,-1.19405,-1.25585,-1.268566,-1.367159,-1.24096,-0.903606,-0.461522,-1.119518,-1.263712,-1.088701,-1.019769,'\'(-inf-6.266667]\''
-1.168662,-0.844997,-1.077637,-1.238984,-1.294262,-0.65559,-1.230842,-1.206686,-1.206819,-1.192847,-1.253372,-1.267273,-1.36547,-1.239781,-0.903411,-0.461297,-1.118754,-1.258802,-1.081783,-1.017966,'\'(-inf-6.266667]\''
-1.166874,-0.844357,-1.077069,-1.237809,-1.292004,-0.655474,-1.230842,-1.205594,-1.205592,-1.191358,-1.252133,-1.265979,-1.362092,-1.237423,-0.903275,-0.46103,-1.117022,-1.253041,-1.079733,-1.016057,'\'(-inf-6.266667]\''
-1.16598,-0.843651,-1.075932,-1.236633,-1.290081,-0.655416,-1.226741,-1.203409,-1.201912,-1.189897,-1.250895,-1.264685,-1.360403,-1.236244,-0.902998,-0.460846,-1.116067,-1.249453,-1.08079,-1.019191,'\'(-inf-6.266667]\''
-1.164193,-0.842977,-1.074796,-1.234283,-1.287639,-0.654954,-1.224007,-1.199039,-1.200685,-1.188294,-1.248417,-1.262098,-1.357025,-1.235065,-0.902614,-0.46058,-1.114363,-1.242905,-1.079541,-1.015148,'\'(-inf-6.266667]\''
-1.163299,-0.84217,-1.073659,-1.233107,-1.285746,-0.654434,-1.221273,-1.19467,-1.197004,-1.186948,-1.245939,-1.259511,-1.355336,-1.232707,-0.90224,-0.46017,-1.113503,-1.237554,-1.075377,-1.011483,'\'(-inf-6.266667]\''
-1.161511,-0.841429,-1.072523,-1.230757,-1.284586,-0.653625,-1.219905,-1.19467,-1.195778,-1.185401,-1.244701,-1.259511,-1.353647,-1.231528,-0.901888,-0.459883,-1.112617,-1.232549,-1.077235,-1.013665,'\'(-inf-6.266667]\''
-1.159724,-0.841009,-1.071954,-1.229582,-1.282389,-0.653741,-1.217171,-1.191392,-1.193324,-1.183683,-1.243462,-1.258217,-1.351958,-1.22917,-0.901521,-0.459617,-1.111403,-1.227386,-1.071118,-1.012051,'\'(-inf-6.266667]\''
-1.15883,-0.840571,-1.070249,-1.228406,-1.280954,-0.654261,-1.215804,-1.191392,-1.19087,-1.182423,-1.242223,-1.25563,-1.350269,-1.226812,-0.901113,-0.459494,-1.109548,-1.222696,-1.066282,-1.010952,'\'(-inf-6.266667]\''
-1.156149,-0.840151,-1.069113,-1.22488,-1.278298,-0.654376,-1.214437,-1.181561,-1.188417,-1.180532,-1.238506,-1.253042,-1.345202,-1.223275,-0.900739,-0.459351,-1.107748,-1.218037,-1.069645,-1.012177,'\'(-inf-6.266667]\''
-1.154361,-0.839932,-1.067976,-1.22253,-1.275795,-0.65403,-1.211703,-1.177191,-1.185963,-1.1789,-1.236029,-1.250455,-1.343513,-1.222096,-0.900402,-0.459208,-1.106221,-1.212843,-1.066538,-1.01131,'\'(-inf-6.266667]\''
-1.152574,-0.839797,-1.066839,-1.221354,-1.273506,-0.653452,-1.210336,-1.171729,-1.183509,-1.176895,-1.23479,-1.249161,-1.341824,-1.220917,-0.900102,-0.459187,-1.104284,-1.207429,-1.061381,-1.009854,'\'(-inf-6.266667]\''
-1.15168,-0.839461,-1.066271,-1.219004,-1.270728,-0.653394,-1.208969,-1.166267,-1.181056,-1.175549,-1.232312,-1.246574,-1.336757,-1.218559,-0.899925,-0.459085,-1.103043,-1.200315,-1.06436,-1.010821,'\'(-inf-6.266667]\''
-1.149893,-0.839292,-1.065135,-1.216653,-1.268195,-0.653279,-1.204867,-1.166267,-1.178602,-1.173573,-1.231074,-1.243987,-1.335068,-1.21738,-0.899692,-0.459003,-1.101338,-1.197671,-1.065353,-1.010732,'\'(-inf-6.266667]\''
-1.148105,-0.839191,-1.064566,-1.215478,-1.266608,-0.653221,-1.202133,-1.161898,-1.176148,-1.172198,-1.228596,-1.242693,-1.33169,-1.215022,-0.899494,-0.459003,-1.099797,-1.192697,-1.058307,-1.008944,'\'(-inf-6.266667]\''
-1.145424,-0.838855,-1.062861,-1.213127,-1.264196,-0.653221,-1.199399,-1.156436,-1.171241,-1.170337,-1.226118,-1.240106,-1.330001,-1.212664,-0.899346,-0.458921,-1.098038,-1.191784,-1.057346,-1.00682,'\'(-inf-6.266667]\''
-1.14453,-0.838636,-1.063998,-1.210777,-1.262212,-0.652874,-1.198032,-1.153159,-1.170014,-1.168389,-1.223641,-1.238812,-1.326623,-1.211485,-0.899197,-0.458757,-1.096442,-1.184891,-1.053342,-1.005106,'\'(-inf-6.266667]\''
-1.142743,-0.8383,-1.062861,-1.208426,-1.259679,-0.652181,-1.196665,-1.149882,-1.167561,-1.166757,-1.221163,-1.236225,-1.323245,-1.209127,-0.89907,-0.458614,-1.095542,-1.181711,-1.054239,-1.005238,'\'(-inf-6.266667]\''
-1.140955,-0.837879,-1.062293,-1.206076,-1.256993,-0.651488,-1.195298,-1.143327,-1.165107,-1.164838,-1.218685,-1.232344,-1.319867,-1.206769,-0.898978,-0.458552,-1.093974,-1.178217,-1.054944,-1.003787,'\'(-inf-6.266667]\''
-1.138274,-0.837593,-1.061156,-1.203725,-1.254886,-0.651719,-1.193931,-1.14005,-1.166334,-1.16312,-1.216208,-1.23105,-1.316489,-1.204411,-0.898682,-0.458081,-1.093769,-1.17529,-1.0503,-1.003298,'\'(-inf-6.266667]\''
-1.136486,-0.838148,-1.06002,-1.201374,-1.252536,-0.652412,-1.192564,-1.137865,-1.162653,-1.161373,-1.21373,-1.228463,-1.313111,-1.202053,-0.898512,-0.458327,-1.092433,-1.17189,-1.046873,-1.002551,'\'(-inf-6.266667]\''
-1.132911,-0.83798,-1.058883,-1.199024,-1.251071,-0.652354,-1.189829,-1.133496,-1.1602,-1.159511,-1.211252,-1.227169,-1.313111,-1.199695,-0.89841,-0.458183,-1.091464,-1.167011,-1.050876,-1.004055,'\'(-inf-6.266667]\''
-1.131124,-0.837795,-1.057178,-1.196673,-1.248049,-0.651777,-1.189829,-1.126941,-1.157746,-1.157506,-1.208775,-1.224582,-1.309734,-1.196158,-0.898341,-0.457979,-1.08961,-1.164398,-1.050268,-1.002168,'\'(-inf-6.266667]\''
-1.129336,-0.837273,-1.056042,-1.195498,-1.246157,-0.651603,-1.185728,-1.129126,-1.156519,-1.155731,-1.207536,-1.223288,-1.308045,-1.194979,-0.898314,-0.457876,-1.089678,-1.16465,-1.044887,-0.999865,'\'(-inf-6.266667]\''
-1.127549,-0.836651,-1.054905,-1.193147,-1.2446,-0.65143,-1.182994,-1.122572,-1.152839,-1.154041,-1.205058,-1.221994,-1.306356,-1.192621,-0.898382,-0.457794,-1.088191,-1.16465,-1.042229,-0.998824,'\'(-inf-6.266667]\''
-1.125761,-0.835994,-1.053768,-1.191972,-1.242402,-0.650794,-1.181627,-1.116017,-1.150385,-1.152409,-1.203819,-1.219407,-1.304667,-1.190263,-0.898267,-0.457712,-1.086446,-1.162446,-1.042421,-0.997446,'\'(-inf-6.266667]\''
-1.123974,-0.835018,-1.052632,-1.190797,-1.240815,-0.650679,-1.18026,-1.108371,-1.146704,-1.150862,-1.202581,-1.219407,-1.302978,-1.189084,-0.898147,-0.457323,-1.085,-1.163265,-1.03909,-0.997499,'\'(-inf-6.266667]\''
-1.122186,-0.833958,-1.051495,-1.188446,-1.238098,-0.65039,-1.176158,-1.109463,-1.144251,-1.148972,-1.200103,-1.21682,-1.2996,-1.186726,-0.897994,-0.456934,-1.084154,-1.159362,-1.035183,-0.996984,'\'(-inf-6.266667]\''
-1.120399,-0.833083,-1.050927,-1.186095,-1.235076,-0.65039,-1.18026,-1.105093,-1.145478,-1.146881,-1.197625,-1.214232,-1.296222,-1.183189,-0.89781,-0.456709,-1.0838,-1.156591,-1.040019,-0.995612,'\'(-inf-6.266667]\''
-1.118611,-0.832292,-1.04979,-1.183745,-1.232665,-0.649928,-1.18026,-1.100724,-1.144251,-1.144733,-1.195148,-1.211645,-1.294533,-1.180831,-0.897655,-0.456545,-1.082722,-1.155962,-1.045239,-0.999323,'\'(-inf-6.266667]\''
-1.116824,-0.831384,-1.048085,-1.181394,-1.229948,-0.649061,-1.172057,-1.101816,-1.138117,-1.142471,-1.19267,-1.209058,-1.291155,-1.178473,-0.897322,-0.456401,-1.082395,-1.154231,-1.037905,-0.994518,'\'(-inf-6.266667]\''
-1.115036,-0.830307,-1.047517,-1.180219,-1.228636,-0.648946,-1.166589,-1.094169,-1.133209,-1.140867,-1.19267,-1.207764,-1.291155,-1.176115,-0.897101,-0.456176,-1.081263,-1.149446,-1.027016,-0.990475,'\'(-inf-6.266667]\''
-1.114142,-0.828944,-1.04638,-1.180219,-1.226835,-0.649292,-1.162487,-1.0898,-1.130756,-1.139063,-1.191431,-1.20647,-1.289466,-1.176115,-0.896857,-0.455787,-1.079995,-1.148753,-1.02551,-0.988709,'\'(-inf-6.266667]\''
-1.114142,-0.827446,-1.045244,-1.179044,-1.22479,-0.649177,-1.162487,-1.086523,-1.128302,-1.137287,-1.190192,-1.203883,-1.287777,-1.176115,-0.896487,-0.4555,-1.078154,-1.146361,-1.025094,-0.988467,'\'(-inf-6.266667]\''
-1.113249,-0.826016,-1.044107,-1.177868,-1.222348,-0.648715,-1.159753,-1.082153,-1.124621,-1.135626,-1.188954,-1.202589,-1.284399,-1.174936,-0.896072,-0.455254,-1.076667,-1.142741,-1.020258,-0.985218,'\'(-inf-6.266667]\''
-1.112355,-0.824619,-1.04297,-1.175518,-1.219753,-0.648252,-1.157019,-1.075599,-1.122168,-1.133507,-1.186476,-1.200002,-1.281021,-1.172578,-0.89565,-0.454845,-1.07518,-1.139027,-1.020834,-0.986264,'\'(-inf-6.266667]\''
-1.109674,-0.823559,-1.041834,-1.173167,-1.216976,-0.647964,-1.154285,-1.072322,-1.119714,-1.131416,-1.183998,-1.197415,-1.279332,-1.17022,-0.895229,-0.454538,-1.074485,-1.136382,-1.014301,-0.982942,'\'(-inf-6.266667]\''
-1.10878,-0.822449,-1.040697,-1.171992,-1.215083,-0.647212,-1.152918,-1.069044,-1.118487,-1.129354,-1.18276,-1.196121,-1.277643,-1.169041,-0.894523,-0.454251,-1.073489,-1.134336,-1.017792,-0.98239,'\'(-inf-6.266667]\''
-1.106992,-0.821456,-1.040129,-1.170816,-1.213252,-0.64727,-1.150184,-1.064675,-1.114807,-1.127321,-1.181521,-1.194827,-1.275954,-1.167862,-0.894094,-0.454107,-1.072057,-1.132699,-1.013148,-0.98138,'\'(-inf-6.266667]\''
-1.106099,-0.820278,-1.038992,-1.169641,-1.212305,-0.647097,-1.150184,-1.061398,-1.11358,-1.125889,-1.181521,-1.194827,-1.275954,-1.166683,-0.893558,-0.453923,-1.070816,-1.127631,-1.004981,-0.978242,'\'(-inf-6.266667]\''
-1.105205,-0.819285,-1.040129,-1.168466,-1.211329,-0.646924,-1.147449,-1.058121,-1.111126,-1.124886,-1.180282,-1.193534,-1.274265,-1.165504,-0.892998,-0.45378,-1.070148,-1.125302,-1.002963,-0.976007,'\'(-inf-6.266667]\''
-1.104311,-0.818242,-1.039561,-1.167291,-1.210016,-0.646461,-1.148816,-1.057028,-1.111126,-1.12354,-1.179043,-1.193534,-1.274265,-1.164325,-0.892488,-0.453657,-1.070148,-1.121367,-0.998767,-0.973836,'\'(-inf-6.266667]\''
-1.103417,-0.817283,-1.038992,-1.166115,-1.207513,-0.64571,-1.140614,-1.054843,-1.104992,-1.121965,-1.176565,-1.190946,-1.269198,-1.163147,-0.892428,-0.453554,-1.068511,-1.114914,-0.993387,-0.973957,'\'(-inf-6.266667]\''
-1.10163,-0.816038,-1.038424,-1.16494,-1.204888,-0.645479,-1.13788,-1.047197,-1.101312,-1.120132,-1.175327,-1.189653,-1.269198,-1.161968,-0.891704,-0.453186,-1.068648,-1.108367,-0.993259,-0.975397,'\'(-inf-6.266667]\''
-1.100736,-0.814692,-1.037856,-1.162589,-1.202355,-0.646115,-1.132411,-1.043919,-1.097631,-1.118557,-1.172849,-1.187065,-1.26582,-1.160789,-0.890666,-0.452735,-1.067802,-1.103425,-0.991241,-0.973831,'\'(-inf-6.266667]\''
-1.099842,-0.813379,-1.037287,-1.162589,-1.201439,-0.645768,-1.129677,-1.040642,-1.093951,-1.117383,-1.172849,-1.187065,-1.26582,-1.15961,-0.889911,-0.452326,-1.066657,-1.097916,-0.977565,-0.968936,'\'(-inf-6.266667]\''
-1.098949,-0.812555,-1.036719,-1.161414,-1.200462,-0.645075,-1.126943,-1.036273,-1.091497,-1.116323,-1.17161,-1.185772,-1.264131,-1.15961,-0.889114,-0.452059,-1.064788,-1.093037,-0.975067,-0.968458,'\'(-inf-6.266667]\''
-1.098055,-0.81173,-1.036151,-1.160239,-1.199028,-0.644728,-1.124209,-1.032995,-1.089043,-1.115063,-1.170371,-1.184478,-1.262442,-1.157252,-0.888344,-0.451998,-1.062524,-1.087245,-0.970775,-0.965887,'\'(-inf-6.266667]\''
-1.097161,-0.810653,-1.035582,-1.159063,-1.198051,-0.644497,-1.122842,-1.03518,-1.089043,-1.113774,-1.169132,-1.184478,-1.260753,-1.157252,-0.887746,-0.451854,-1.061679,-1.080036,-0.967989,-0.964599,'\'(-inf-6.266667]\''
-1.096267,-0.809004,-1.035582,-1.157888,-1.195731,-0.643804,-1.121475,-1.032995,-1.087817,-1.112142,-1.167894,-1.181891,-1.257375,-1.154894,-0.886871,-0.451404,-1.06082,-1.077801,-0.961615,-0.963537,'\'(-inf-6.266667]\''
-1.095374,-0.807456,-1.035014,-1.156713,-1.193838,-0.643804,-1.116006,-1.029718,-1.082909,-1.110653,-1.166655,-1.181891,-1.257375,-1.153715,-0.885947,-0.450974,-1.05801,-1.071694,-0.956939,-0.961634,'\'(-inf-6.266667]\''
-1.09448,-0.805841,-1.035014,-1.154362,-1.190908,-0.643746,-1.113272,-1.025349,-1.079229,-1.109221,-1.164177,-1.17801,-1.252308,-1.152536,-0.885141,-0.450503,-1.055801,-1.069585,-0.955434,-0.957828,'\'(-inf-6.266667]\''
-1.093586,-0.804394,-1.032741,-1.153187,-1.190176,-0.643053,-1.109171,-1.019887,-1.075548,-1.108075,-1.162938,-1.176716,-1.250619,-1.151357,-0.884332,-0.450134,-1.054069,-1.061621,-0.940957,-0.954931,'\'(-inf-6.266667]\''
