@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.instance.RemoveRange-R1-560-weka.filters.unsupervised.attribute.Remove-V-R24,27,29,26,30,31,21,23,22,28,25,52,47,79,80,81,6,5,60,38,119'

@attribute UEMPMEAN {'\'(-inf-14.9]\'','\'(14.9-27.8]\'','\'(27.8-inf)\''}
@attribute UEMP15OV numeric
@attribute UEMP27OV numeric
@attribute UEMP5TO14 numeric
@attribute CLAIMSx numeric
@attribute PAYEMS numeric
@attribute HWIURATIO numeric
@attribute CE16OV numeric
@attribute CLF16OV numeric
@attribute UEMP15T26 numeric
@attribute UEMPLT5 numeric
@attribute PERMIT numeric
@attribute HOUST numeric
@attribute GS1 numeric
@attribute GS5 numeric
@attribute GS10 numeric
@attribute INDPRO numeric
@attribute RETAILx numeric
@attribute BUSINVx numeric
@attribute SRVPRD numeric
@attribute UNRATE {'\'(-inf-6.266667]\'','\'(6.266667-10.533333]\'','\'(10.533333-inf)\''}

@data
'\'(27.8-inf)\'',2.596114,2.857207,0.760035,0.068026,0.826117,-1.003474,0.864392,0.992784,1.538085,0.149012,-1.494793,-1.92791,-1.404139,-1.433737,-1.233415,1.059971,0.894028,0.909826,0.931995,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.538394,2.778468,0.860902,0.138867,0.828547,-1.041475,0.859888,0.986414,1.538085,0.033639,-1.690176,-1.775787,-1.407163,-1.475877,-1.274734,1.085512,0.885536,0.921907,0.934073,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.548939,2.982129,1.004356,0.10029,0.831956,-1.03278,0.869981,0.996437,1.112626,-0.068,-1.521196,-1.893814,-1.404139,-1.518016,-1.360817,1.093229,0.881894,0.928232,0.937409,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.62442,2.988186,0.780209,0.126943,0.834449,-1.017568,0.876064,1.003212,1.328759,0.202579,-1.526476,-1.765295,-1.404139,-1.534224,-1.422796,1.093869,0.863735,0.936408,0.939141,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.488999,2.837522,0.9797,0.095614,0.839026,-1.055511,0.872809,0.998997,1.253878,0.085831,-1.381259,-1.809883,-1.404139,-1.563397,-1.453786,1.101071,0.873063,0.955157,0.942572,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.436828,2.710329,0.785812,0.099121,0.844739,-1.025483,0.872776,0.993221,1.378112,0.253398,-1.405022,-1.773164,-1.407163,-1.534224,-1.402136,1.086341,0.898344,0.96382,0.94786,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.373557,2.611148,0.794778,0.1391,0.850388,-0.981804,0.897534,1.005616,1.407044,-0.084482,-1.167394,-1.529241,-1.407163,-1.54719,-1.388363,1.084428,0.914842,0.982495,0.953432,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.378553,2.669445,0.839608,0.07691,0.855154,-1.008195,0.910258,1.017918,1.293021,0.048747,-1.280927,-1.350889,-1.407163,-1.534224,-1.378033,1.095878,0.913865,0.983255,0.95787,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.248681,2.530895,0.746586,0.230048,0.860109,-0.974224,0.907036,1.011174,1.206227,0.028145,-1.201718,-1.565961,-1.407163,-1.54719,-1.412466,1.109842,0.925435,0.992269,0.962624,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.292527,2.502883,0.886679,0.032489,0.867968,-0.97485,0.906937,1.020229,1.40364,0.21494,-1.13835,-1.190897,-1.41321,-1.537465,-1.388363,1.120205,0.932672,1.002211,0.968762,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.260891,2.437014,1.126517,0.004433,0.873744,-0.998865,0.905688,1.024444,1.454695,0.247904,-1.140991,-1.421705,-1.416233,-1.501809,-1.322941,1.119657,0.950131,1.018945,0.97298,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.197066,2.444586,0.772363,0.004433,0.882834,-0.93919,0.907989,1.010362,1.241966,0.15588,-1.035378,-1.227616,-1.41321,-1.488843,-1.298838,1.137045,0.974609,1.022126,0.980314,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.161546,2.347676,0.802623,-0.001178,0.887379,-0.899468,0.906477,1.000777,1.350883,-0.188868,-1.151552,-1.101721,-1.416233,-1.498567,-1.305724,1.151982,0.95948,1.021589,0.984123,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.177086,2.275751,0.894524,-0.022454,0.893186,-0.927388,0.916965,1.012923,1.560209,-0.15453,-0.950888,-1.560715,-1.425304,-1.534224,-1.37459,1.148189,0.94907,1.02758,0.990167,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.128245,2.184142,0.584079,-0.020116,0.900193,-0.879178,0.925086,1.017356,1.616369,0.102313,-0.974651,-1.311547,-1.425304,-1.492084,-1.316054,1.15166,0.961853,1.022259,0.995991,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.071635,2.190199,0.830642,-0.034845,0.906001,-0.88649,0.928933,1.024007,1.429167,0.110554,-1.13571,-1.550224,-1.419257,-1.375391,-1.188652,1.158463,0.968353,1.02605,1.000744,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.970624,2.116759,0.737621,-0.028299,0.909536,-0.916824,0.937645,1.019323,1.284511,-0.146289,-0.990493,-1.442688,-1.425304,-1.310561,-1.09224,1.146494,0.980618,1.032523,1.004804,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.928443,2.145529,0.647962,-0.087216,0.917584,-0.860236,0.939684,1.019511,1.090502,-0.171012,-1.077623,-1.345643,-1.42228,-1.271663,-1.037147,1.168367,0.977603,1.044305,1.011163,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.904023,2.021364,0.651324,-0.177929,0.923107,-0.848282,0.942709,1.022071,1.294722,0.006169,-0.972011,-1.521373,-1.425304,-1.245731,-1.013044,1.18803,0.979448,1.058543,1.015066,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.810782,1.939597,0.593045,0.030151,0.930051,-0.810867,0.913743,0.990411,1.192612,0.306964,-0.866398,-1.324661,-1.425304,-1.320285,-1.078466,1.183689,0.986528,1.072313,1.020607,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.797462,1.953225,0.533646,-0.111531,0.938731,-0.802952,0.944714,1.008895,1.121135,-0.261663,-0.906003,-0.865667,-1.425304,-1.320285,-1.044034,1.193108,0.992601,1.087002,1.027595,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.687571,1.817703,0.487696,-0.028299,0.94053,-0.76146,0.954545,1.006303,1.0888,-0.372916,-0.96937,-1.122703,-1.42228,-1.252214,-0.982054,1.201095,1.004364,1.10037,1.030239,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.557145,1.623885,0.359932,-0.118311,0.946463,-0.736909,0.966776,1.011611,1.122837,-0.173759,-1.045939,-1.421705,-1.425304,-1.229523,-0.995827,1.186879,0.987375,1.107124,1.034394,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.612646,1.757135,0.538129,-0.078565,0.951229,-0.684424,0.96625,1.015702,0.995199,-0.306988,-0.8796,-1.274827,-1.425304,-1.271663,-1.047477,1.214903,1.014418,1.120561,1.03751,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.618751,1.697324,0.505628,-0.145198,0.959846,-0.683891,0.983149,1.032718,1.148365,-0.228699,-0.805671,-1.206634,-1.42228,-1.232765,-1.044034,1.25178,1.037902,1.13185,1.044625,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.377878,1.526976,0.299412,-0.137015,0.969693,-0.544441,0.983774,1.012142,0.792681,-0.241061,-0.744944,-1.015168,-1.428327,-1.213316,-1.047477,1.254881,1.060457,1.141204,1.052368,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.269097,1.43688,0.276997,-0.178864,0.976479,-0.512806,0.988969,1.021977,0.66164,-0.018554,-0.935046,-1.109589,-1.431351,-1.248972,-1.099126,1.270126,1.064151,1.15347,1.05794,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.176967,1.252147,0.355449,-0.180267,0.987115,-0.381334,1.002844,1.022696,0.794383,-0.250675,-0.956169,-1.36138,-1.431351,-1.219799,-1.085353,1.282643,1.069649,1.157754,1.066817,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.173637,1.267289,0.338638,-0.23521,0.994185,-0.446175,1.007841,1.032063,0.750135,0.002048,-0.781908,-0.905009,-1.428327,-1.213316,-1.106013,1.290711,1.073693,1.165998,1.071727,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.090941,1.132524,0.312861,-0.234041,1.000371,-0.292206,1.012148,1.035903,0.799488,0.028145,-0.858477,-1.169914,-1.428327,-1.236006,-1.147332,1.284671,1.090938,1.174726,1.076292,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.04765,1.124953,0.504507,-0.266772,1.009651,-0.369928,1.020302,1.033093,0.683763,-0.322097,-0.779268,-1.067624,-1.428327,-1.190625,-1.109456,1.296125,1.08472,1.177941,1.083784,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.99548,1.082555,0.213115,-0.295997,1.017036,-0.291443,1.04164,1.044864,0.619094,-0.144916,-0.734382,-0.93386,-1.431351,-1.261938,-1.188652,1.296843,1.093676,1.183037,1.089764,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.95996,1.034101,0.328551,-0.282671,1.026284,-0.363441,1.040884,1.047268,0.619094,-0.172386,-0.826793,-1.125326,-1.42228,-1.239248,-1.178322,1.320408,1.1,1.190628,1.097728,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.871714,1.012145,0.23553,-0.31587,1.034932,-0.201181,1.047821,1.04221,0.397855,-0.315229,-0.792469,-0.936483,-1.398092,-1.232765,-1.219642,1.321048,1.084307,1.187932,1.10563,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.917224,0.993217,0.234409,-0.301374,1.041371,-0.163448,1.065247,1.064004,0.579952,-0.283639,-0.853197,-0.905009,-1.401116,-1.320285,-1.33327,1.290596,1.074367,1.186176,1.111453,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.828423,0.905393,0.14363,-0.237548,1.049545,-0.063883,1.061959,1.051952,0.505071,-0.285012,-0.647252,-1.426951,-1.395069,-1.28787,-1.298838,1.266329,1.068677,1.194667,1.11841,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.715202,0.817569,0.217598,-0.318208,1.052575,-0.13317,1.064688,1.051921,0.355309,-0.213591,-0.792469,-1.232862,-1.385999,-1.271663,-1.278178,1.253386,1.10279,1.199449,1.122407,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.639722,0.831197,0.263548,-0.308856,1.061192,-0.008317,1.077281,1.064941,0.093227,0.16,-0.54428,-0.629612,-1.392046,-1.326768,-1.312611,1.232609,1.107091,1.207713,1.129522,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.699662,0.788042,0.44847,-0.364967,1.071986,-0.081148,1.087341,1.083394,0.374029,-0.176506,-0.264407,-0.920746,-1.389022,-1.26518,-1.223085,1.215658,1.124832,1.214722,1.139374,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.589216,0.52987,0.320706,-0.366136,1.077383,-0.06185,1.087309,1.065003,0.61569,-0.399013,0.018107,-0.59027,-1.376928,-1.219799,-1.167992,1.204233,1.125282,1.229464,1.144474,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.49431,0.503371,0.125698,-0.347433,1.086284,0.244393,1.087769,1.062974,0.382539,-0.035036,-0.612928,-0.745017,-1.370881,-1.236006,-1.181765,1.227568,1.146137,1.23083,1.152186,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.530386,0.537441,0.245617,-0.359356,1.090513,0.077067,1.099309,1.068438,0.419979,-0.723158,-0.54692,-0.786982,-1.346693,-1.26518,-1.233415,1.221173,1.145651,1.234758,1.156404,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.462675,0.480658,0.183976,-0.386009,1.095247,0.106215,1.087637,1.054731,0.336589,-0.32347,-0.602367,-0.540436,-1.349717,-1.281387,-1.233415,1.21068,1.135294,1.239395,1.160748,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.468225,0.505642,0.187338,-0.397699,1.104842,0.207146,1.101446,1.068282,0.299149,-0.312482,-0.560122,-0.975825,-1.382975,-1.313802,-1.267848,1.193037,1.129159,1.24311,1.169153,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.471,0.463244,0.208632,-0.390685,1.11207,0.162797,1.108581,1.077524,0.402961,-0.298747,-0.338335,-0.676823,-1.316459,-1.22304,-1.202425,1.166401,1.137572,1.238754,1.175385,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.47766,0.503371,0.090955,-0.378995,1.12056,0.237687,1.130445,1.095383,0.333185,-0.275398,-0.425466,-0.745017,-1.26506,-1.213316,-1.209312,1.148285,1.147219,1.233927,1.183003,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.39885,0.468544,0.201908,-0.338782,1.124758,0.380471,1.147706,1.103033,0.169809,-0.595422,-0.531078,-0.886649,-1.298318,-1.271663,-1.260961,1.166494,1.133198,1.232706,1.186938,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.45213,0.520784,0.086472,-0.398868,1.130976,0.266626,1.15711,1.114274,0.215759,-0.500651,-0.528438,-0.537813,-1.301341,-1.368908,-1.367703,1.1474,1.152278,1.226091,1.194084,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.48876,0.58211,0.065178,-0.415234,1.139024,0.326967,1.166283,1.131103,0.190231,-0.247928,-0.671015,-0.836815,-1.262036,-1.317044,-1.329827,1.119284,1.145688,1.234981,1.202268,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.47655,0.518513,0.024831,-0.402375,1.145115,0.179832,1.161548,1.129916,0.294043,-0.007566,-0.560122,-0.700429,-1.292271,-1.355942,-1.357374,1.130905,1.158219,1.242877,1.207619,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.290624,0.350436,0.172769,-0.362629,1.146536,0.283544,1.163455,1.11877,0.101736,-0.46082,-0.441308,-0.739771,-1.2832,-1.342976,-1.357374,1.122666,1.164678,1.250896,1.210484,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.335579,0.396619,0.095438,-0.405882,1.1543,0.244265,1.166447,1.124484,0.137474,-0.279518,-0.433387,-0.595516,-1.295294,-1.385115,-1.41591,1.140305,1.189485,1.250747,1.217598,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.369989,0.364064,0.192942,-0.433236,1.166104,0.35721,1.17733,1.131571,0.316167,-0.544603,-0.45979,-0.501094,-1.307388,-1.41753,-1.464116,1.144513,1.187143,1.25301,1.227797,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.313379,0.384506,0.271394,-0.414065,1.170586,0.208856,1.184728,1.143061,0.098332,-0.431976,-0.451869,-0.679446,-1.289247,-1.398081,-1.443456,1.14072,1.187964,1.253439,1.233117,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.343349,0.356493,0.199666,-0.470176,1.180212,0.23366,1.184136,1.147807,0.251497,0.000675,-0.182557,-0.949597,-1.2832,-1.381874,-1.419353,1.137482,1.204216,1.257017,1.241836,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.353894,0.366335,0.182855,-0.45007,1.183337,0.169451,1.185188,1.144404,0.261708,-0.227326,-0.311932,-0.307005,-1.262036,-1.3527,-1.37459,1.140017,1.208349,1.259669,1.24404,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.263428,0.30501,0.059574,-0.497063,1.18703,0.387154,1.190481,1.141313,0.122158,-0.26853,-0.3753,-0.760754,-1.237848,-1.245731,-1.243745,1.125975,1.208585,1.276156,1.24703,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.334469,0.301224,0.00802,-0.466903,1.194131,0.394239,1.197156,1.146683,0.348502,-0.337205,-0.327774,-0.466997,-1.198543,-1.129037,-1.123229,1.151745,1.236871,1.281676,1.253861,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.313379,0.305767,-0.085001,-0.505246,1.201075,0.275321,1.196991,1.144872,0.273621,-0.241061,-0.182557,-0.629612,-1.210637,-1.142003,-1.143889,1.143425,1.263559,1.287305,1.259779,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.186838,0.258069,0.021469,-0.56954,1.208019,0.422493,1.207775,1.152335,-0.007182,-0.121566,-0.364739,-0.417164,-1.213661,-1.148486,-1.147332,1.129354,1.26289,1.291347,1.264627,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.113022,0.162674,-0.043534,-0.553175,1.211838,0.477506,1.227009,1.161015,-0.020796,-0.37429,-0.264407,-0.629612,-1.156215,-1.112829,-1.126673,1.152064,1.259702,1.296384,1.267302,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.105252,0.186902,-0.044654,-0.580996,1.218308,0.587123,1.233256,1.167509,-0.097379,-0.37841,-0.319853,-0.745017,-1.147144,-1.174418,-1.188652,1.188792,1.268074,1.293961,1.272842,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.165192,0.195987,-0.156728,-0.528626,1.22481,0.508696,1.227141,1.15886,0.065997,-0.664097,-0.433387,-0.716166,-1.122956,-1.167935,-1.188652,1.19199,1.254895,1.300532,1.278383,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.039761,0.145261,-0.208282,-0.486542,1.231217,0.756421,1.235328,1.162732,-0.204595,-0.382531,-0.050541,-0.474866,-1.098769,-1.190625,-1.226528,1.199725,1.267311,1.311789,1.283293,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.133002,0.19523,-0.093967,-0.47345,1.237182,0.720746,1.24358,1.171162,-0.031007,-0.720411,-0.306652,-0.587647,-1.092722,-1.15821,-1.181765,1.190454,1.267097,1.321989,1.288959,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.164082,0.170245,-0.050258,-0.487711,1.241822,0.665661,1.24141,1.175034,0.120456,-0.469061,-0.140312,-0.71092,-1.089698,-1.187384,-1.219642,1.173644,1.271962,1.33673,1.291005,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.115797,0.167217,-0.229576,-0.372449,1.244599,0.770197,1.267154,1.192332,-0.020796,-0.486916,-0.261766,-0.653218,-1.074581,-1.180901,-1.223085,1.177934,1.322672,1.341268,1.293114,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.019781,0.111191,-0.166815,-0.513429,1.249113,0.870161,1.244895,1.166385,-0.189278,-0.650362,-0.04262,-0.453883,-1.038299,-1.122554,-1.167992,1.223867,1.324674,1.343046,1.296577,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.043091,0.096049,-0.25087,-0.487711,1.256151,0.780843,1.251339,1.174816,-0.083764,-0.441591,-0.193118,-0.411918,-0.989923,-1.099864,-1.171436,1.23349,1.349977,1.35558,1.301802,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.027949,0.04078,-0.161211,-0.511792,1.260885,0.867104,1.254594,1.173442,-0.177365,-0.497904,-0.161434,-0.663709,-0.947595,-1.057724,-1.154219,1.242291,1.363757,1.365606,1.304793,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.0446,0.003682,-0.240784,-0.546161,1.265209,1.056304,1.271724,1.185275,-0.143329,-0.529495,-0.145593,-0.343724,-0.91736,-0.992894,-1.09224,1.24222,1.352407,1.37905,1.308098,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.10676,-0.022816,-0.243025,-0.612793,1.277645,0.984236,1.297106,1.212252,-0.277774,-0.179253,-0.135031,-0.401427,-0.868984,-0.921581,-0.995827,1.251351,1.366082,1.393126,1.316597,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.198891,-0.088684,-0.120865,-0.590348,1.284778,1.152745,1.297665,1.20938,-0.410517,-0.407253,0.033949,-0.293891,-0.83875,-0.911857,-1.002714,1.268464,1.366495,1.393393,1.322389,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.130625,-0.065971,-0.12983,-0.610455,1.28926,1.185519,1.300887,1.212034,-0.252246,-0.628386,0.015467,-0.404049,-0.811538,-0.889166,-0.992384,1.311425,1.366725,1.401291,1.325443,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.183906,-0.17348,-0.188109,-0.611624,1.299296,1.382445,1.312066,1.214438,-0.17226,-0.827543,-0.090146,-0.191601,-0.775257,-0.850268,-0.954508,1.275374,1.407517,1.405934,1.332494,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.118415,-0.044015,-0.274406,-0.605311,1.306209,1.350731,1.315683,1.225741,-0.264159,-0.453952,-0.071664,-0.624367,-0.757116,-0.863234,-0.978611,1.306633,1.398466,1.40982,1.337656,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.042379,-0.03493,-0.342771,-0.666566,1.308134,1.464766,1.328308,1.229831,-0.051429,-0.867375,-0.100707,-0.582401,-0.738975,-0.863234,-0.985497,1.311462,1.413694,1.427277,1.338128,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.12008,-0.132596,-0.425705,-0.671242,1.316308,1.494692,1.3072,1.208568,-0.07015,-0.49241,-0.261766,-0.372576,-0.720834,-0.866476,-0.985497,1.337458,1.415277,1.442362,1.34477,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.11675,-0.084142,-0.424585,-0.686673,1.318802,1.638626,1.324001,1.2219,-0.170558,-0.721784,-0.153513,-0.472243,-0.687576,-0.827578,-0.947621,1.339135,1.40515,1.458675,1.345652,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.12785,-0.086413,-0.302424,-0.650201,1.324104,1.509508,1.336363,1.23798,-0.197787,-0.74788,-0.264407,-0.548305,-0.660365,-0.791921,-0.895972,1.332691,1.430803,1.473834,1.349744,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.203886,-0.177265,-0.339408,-0.59292,1.326976,1.701364,1.347213,1.245287,-0.225017,-0.592675,-0.084865,-0.653218,-0.645247,-0.808129,-0.906302,1.33576,1.443543,1.473391,1.352608,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.14339,-0.118211,-0.086122,-0.59596,1.333036,1.498422,1.35037,1.256839,-0.173962,-0.618772,-0.145593,-0.878781,-0.657341,-0.895649,-1.006157,1.336962,1.392639,1.494328,1.357425,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.183351,-0.132596,-0.145521,-0.60461,1.340927,1.458933,1.33952,1.249252,-0.264159,-0.361928,-0.311932,-0.535191,-0.681529,-0.94103,-1.047477,1.311599,1.399574,1.515495,1.363405,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.178356,-0.135625,-0.378634,-0.605779,1.341116,1.438418,1.351882,1.250376,-0.242035,-0.477302,-0.227442,-0.810587,-0.690599,-0.957238,-1.057807,1.29181,1.406425,1.524992,1.364853,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.182241,-0.15001,-0.277768,-0.655812,1.348376,1.520582,1.346556,1.24741,-0.221613,-0.584434,-0.203679,-0.626989,-0.70874,-0.996136,-1.095683,1.292217,1.445832,1.527039,1.370992,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.269377,-0.175751,-0.263198,-0.665397,1.357781,1.637493,1.344057,1.237481,-0.430939,-0.870122,-0.132391,-0.414541,-0.729905,-1.009102,-1.109456,1.271443,1.446098,1.541081,1.379208,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.230526,-0.123511,-0.627438,-0.624483,1.358665,1.657536,1.350501,1.242633,-0.429237,-0.666844,-0.066383,-0.359461,-0.754092,-1.054483,-1.154219,1.276728,1.474307,1.546875,1.380026,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.183351,-0.09777,-0.34165,-0.593154,1.365545,1.614783,1.364014,1.255653,-0.342443,-0.975881,-0.193118,-0.490603,-0.856891,-1.171176,-1.267848,1.281351,1.476972,1.549514,1.385975,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.207216,-0.178023,-0.312511,-0.671242,1.368607,1.468379,1.373779,1.268829,-0.235228,-0.672338,0.018107,-0.498471,-0.868984,-1.171176,-1.271291,1.261484,1.497039,1.558723,1.388368,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.218871,-0.155309,-0.44812,-0.659552,1.376024,1.60101,1.383643,1.274574,-0.322021,-0.455326,0.290059,-0.14439,-0.92643,-1.281387,-1.419353,1.290193,1.515172,1.559331,1.395954,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.174471,-0.093984,-0.411136,-0.666566,1.382147,1.691015,1.400411,1.284503,-0.323723,-1.030821,0.255735,-0.312251,-0.91736,-1.255455,-1.39525,1.278301,1.498037,1.557556,1.401652,'\'(-inf-6.266667]\''
