@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.instance.RemoveRange-R1-560-weka.filters.unsupervised.attribute.Remove-V-R24,27,29,26,30,31,33,99,102,109,62,63,65,68,69,6,5,9,82,83,86,119'

@attribute UEMPMEAN {'\'(-inf-14.9]\'','\'(14.9-27.8]\'','\'(27.8-inf)\''}
@attribute UEMP15OV numeric
@attribute UEMP27OV numeric
@attribute UEMP5TO14 numeric
@attribute CLAIMSx numeric
@attribute PAYEMS numeric
@attribute CES1021000001 numeric
@attribute CPIAUCSL numeric
@attribute CPIMEDSL numeric
@attribute PCEPI numeric
@attribute M1SL numeric
@attribute M2SL numeric
@attribute BOGMBASE numeric
@attribute BUSLOANS numeric
@attribute REALLN numeric
@attribute INDPRO numeric
@attribute RETAILx numeric
@attribute IPCONGD numeric
@attribute AAA numeric
@attribute BAA numeric
@attribute T10YFFM numeric
@attribute UNRATE {'\'(-inf-6.266667]\'','\'(6.266667-10.533333]\'','\'(10.533333-inf)\''}

@data
'\'(27.8-inf)\'',2.738751,3.038912,0.894524,0.120163,0.810241,0.880532,1.028664,1.073387,1.019671,-0.049337,0.703895,0.82982,0.556956,1.051219,1.067321,0.861801,0.827539,-1.080793,-0.863023,0.568276,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.66105,2.86175,0.82728,0.052361,0.818542,0.925921,1.034388,1.076206,1.026081,-0.048251,0.712595,0.860786,0.585495,1.06706,1.078672,0.886775,0.822423,-1.080793,-0.893947,0.555727,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.596114,2.857207,0.760035,0.068026,0.826117,0.948615,1.040006,1.083975,1.031576,-0.044011,0.719999,0.838139,0.593145,1.06976,1.059971,0.894028,0.755661,-1.02858,-0.863023,0.662392,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.538394,2.778468,0.860902,0.138867,0.828547,0.963989,1.044472,1.090897,1.03536,-0.042065,0.729018,0.829242,0.615054,1.067901,1.085512,0.885536,0.787347,-1.039769,-0.876767,0.580825,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.548939,2.982129,1.004356,0.10029,0.831956,0.983023,1.038901,1.098791,1.032125,-0.038194,0.736287,0.815781,0.627771,1.067161,1.093229,0.881894,0.810653,-1.099441,-0.917999,0.411415,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.62442,2.988186,0.780209,0.126943,0.834449,0.96106,1.03668,1.112572,1.03066,-0.034282,0.748066,0.81711,0.651571,1.061596,1.093869,0.863735,0.800434,-1.159113,-0.935179,0.298475,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.488999,2.837522,0.9797,0.095614,0.839026,0.949347,1.037455,1.122319,1.031698,-0.026151,0.756933,0.833864,0.671209,1.058618,1.101071,0.873063,0.801845,-1.248621,-0.986718,0.242005,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.436828,2.710329,0.785812,0.099121,0.844739,0.956668,1.053063,1.12545,1.041374,-0.018142,0.76883,0.835539,0.686086,1.059475,1.086341,0.898344,0.781347,-1.218785,-0.972974,0.354945,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.373557,2.611148,0.794778,0.1391,0.850388,0.916404,1.065956,1.130554,1.050165,-0.011485,0.782325,0.803302,0.696688,1.061588,1.084428,0.914842,0.769428,-1.215055,-0.997026,0.373768,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.378553,2.669445,0.839608,0.07691,0.855154,0.845393,1.073278,1.13406,1.058742,-0.004624,0.793464,0.813066,0.715076,1.059782,1.095878,0.913865,0.76953,-1.222514,-1.086361,0.380043,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.248681,2.530895,0.746586,0.230048,0.860109,0.900298,1.068707,1.136555,1.056758,-0.000302,0.805075,0.833286,0.724644,1.076204,1.109842,0.925435,0.788672,-1.211326,-1.110413,0.317298,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.292527,2.502883,0.886679,0.032489,0.867968,0.933242,1.068377,1.14117,1.0563,0.003692,0.825705,0.850098,0.746168,1.073392,1.120205,0.932672,0.78815,-1.155383,-1.069181,0.361219,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.260891,2.437014,1.126517,0.004433,0.873744,0.967649,1.07376,1.145676,1.061825,0.006969,0.829608,0.888113,0.759418,1.078915,1.119657,0.950131,0.786174,-1.099441,-1.034822,0.492983,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.197066,2.444586,0.772363,0.004433,0.882834,1.001325,1.088546,1.148444,1.072172,0.005372,0.832806,0.947966,0.76738,1.075116,1.137045,0.974609,0.806183,-1.062146,-0.99359,0.530629,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.161546,2.347676,0.802623,-0.001178,0.887379,1.013038,1.080847,1.1569,1.068326,0.006887,0.842279,0.999789,0.776975,1.072447,1.151982,0.95948,0.829209,-1.050957,-0.99359,0.524355,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.177086,2.275751,0.894524,-0.022454,0.893186,0.989611,1.075147,1.156537,1.065366,0.012745,0.846906,1.044101,0.786857,1.074794,1.148189,0.94907,0.817345,-1.125547,-1.082925,0.392592,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.128245,2.184142,0.584079,-0.020116,0.900193,1.01743,1.076275,1.152507,1.067502,0.016555,0.852678,1.104879,0.790201,1.070659,1.15166,0.961853,0.812629,-1.065875,-1.034822,0.524355,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.071635,2.190199,0.830642,-0.034845,0.906001,1.040124,1.082763,1.163703,1.073973,0.016043,0.86237,1.153755,0.804602,1.070654,1.158463,0.968353,0.825869,-0.924155,-0.876767,0.769058,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.970624,2.116759,0.737621,-0.028299,0.909536,1.042321,1.088111,1.167806,1.077606,0.020406,0.868966,1.205404,0.817261,1.065565,1.146494,0.980618,0.783612,-0.898048,-0.8321,0.944742,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.928443,2.145529,0.647962,-0.087216,0.917584,1.063551,1.094645,1.180082,1.08194,0.022249,0.878743,1.267799,0.818937,1.060049,1.168367,0.977603,0.80504,-0.823458,-0.79774,1.051408,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.904023,2.021364,0.651324,-0.177929,0.923107,1.070139,1.09568,1.186458,1.083222,0.029254,0.888906,1.31864,0.827259,1.059775,1.18803,0.979448,0.818068,-0.786163,-0.78056,1.095329,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.810782,1.939597,0.593045,0.030151,0.930051,1.068675,1.097149,1.188141,1.087099,0.038614,0.909805,1.377915,0.838946,1.058245,1.183689,0.986528,0.832306,-0.827188,-0.835536,0.96984,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.797462,1.953225,0.533646,-0.111531,0.938731,1.061355,1.102214,1.187567,1.091464,0.040171,0.911269,1.432858,0.849963,1.061569,1.193108,0.992601,0.832332,-0.789893,-0.811484,1.038859,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.687571,1.817703,0.487696,-0.028299,0.94053,1.050373,1.109489,1.188345,1.096592,0.047422,0.92219,1.451865,0.869694,1.062622,1.201095,1.004364,0.863737,-0.793622,-0.811484,1.145524,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.557145,1.623885,0.359932,-0.118311,0.946463,1.086245,1.116177,1.196114,1.102696,0.055594,0.933935,1.45822,0.885145,1.064781,1.186879,0.987375,0.79508,-0.842106,-0.876767,1.132975,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.612646,1.757135,0.538129,-0.078565,0.951229,1.122849,1.119221,1.202638,1.104101,0.058892,0.944973,1.518824,0.926147,1.070529,1.214903,1.014418,0.842772,-0.857024,-0.907691,1.038859,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.618751,1.697324,0.505628,-0.145198,0.959846,1.153596,1.124874,1.208742,1.108832,0.062804,0.951014,1.549155,0.942771,1.079308,1.25178,1.037902,0.869673,-0.88313,-0.921435,1.038859,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.377878,1.526976,0.299412,-0.137015,0.969693,1.209233,1.130045,1.214703,1.114082,0.067904,0.958569,1.575038,0.964684,1.086724,1.254881,1.060457,0.853726,-0.935343,-0.97641,1.02631,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.269097,1.43688,0.276997,-0.178864,0.976479,1.220947,1.135334,1.220398,1.118966,0.070178,0.969422,1.563945,0.97974,1.091205,1.270126,1.064151,0.848419,-0.965179,-1.024514,0.932193,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',1.176967,1.252147,0.355449,-0.180267,0.987115,1.254622,1.139013,1.225655,1.122201,0.076711,0.978711,1.585437,0.996265,1.101037,1.282643,1.069649,0.848457,-0.931614,-1.01077,0.951017,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.173637,1.267289,0.338638,-0.23521,0.994185,1.285369,1.142151,1.229502,1.126414,0.080828,0.987915,1.608777,1.018855,1.103975,1.290711,1.073693,0.852986,-0.965179,-1.034822,0.919644,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.090941,1.132524,0.312861,-0.234041,1.000371,1.297082,1.141704,1.230508,1.126047,0.070526,0.99197,1.658405,1.039804,1.11016,1.284671,1.090938,0.829854,-0.995015,-1.048565,0.844351,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.04765,1.124953,0.504507,-0.266772,1.009651,1.33149,1.141904,1.236475,1.127085,0.085724,0.998903,1.643499,1.056858,1.112253,1.296125,1.08472,0.848143,-0.983826,-1.01077,0.91337,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.99548,1.082555,0.213115,-0.295997,1.017036,1.294154,1.141352,1.240266,1.1262,0.089656,1.011321,1.615941,1.063127,1.113143,1.296843,1.093676,0.83319,-1.054687,-1.048565,0.769058,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.95996,1.034101,0.328551,-0.282671,1.026284,1.288297,1.136098,1.249643,1.123361,0.091254,1.01817,1.517091,1.088512,1.116795,1.320408,1.1,0.914641,-1.054687,-1.014206,0.787881,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.871714,1.012145,0.23553,-0.31587,1.034932,1.266335,1.127507,1.261328,1.118142,0.1051,1.032254,1.577233,1.115797,1.123197,1.321048,1.084307,0.901524,-1.10317,-1.031386,0.693765,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.917224,0.993217,0.234409,-0.301374,1.041371,1.207037,1.109819,1.260686,1.103917,0.105059,1.046876,1.624954,1.138378,1.131746,1.290596,1.074367,0.906317,-1.226244,-1.131028,0.492983,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.828423,0.905393,0.14363,-0.237548,1.049545,1.11992,1.116812,1.259265,1.109137,0.119315,1.06653,1.522926,1.158773,1.14448,1.266329,1.068677,0.888475,-1.170301,-1.110413,0.555727,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.715202,0.817569,0.217598,-0.318208,1.052575,1.003521,1.124263,1.269733,1.114723,0.114399,1.06621,1.632753,1.190176,1.163874,1.253386,1.10279,0.935423,-1.159113,-1.100105,0.593374,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.639722,0.831197,0.263548,-0.308856,1.061192,0.891514,1.127154,1.286095,1.117348,0.114706,1.071915,1.649392,1.208055,1.169459,1.232609,1.107091,0.899008,-1.203867,-1.120721,0.524355,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.699662,0.788042,0.44847,-0.364967,1.071986,0.736314,1.13631,1.291329,1.12446,0.109708,1.076525,1.585841,1.226856,1.174997,1.215658,1.124832,0.892239,-1.03231,-0.979846,0.68749,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.589216,0.52987,0.320706,-0.366136,1.077383,0.698978,1.14402,1.288982,1.130229,0.117184,1.083357,1.568625,1.247695,1.186191,1.204233,1.125282,0.887761,-0.953991,-0.897383,0.781607,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.49431,0.503371,0.125698,-0.347433,1.086284,0.616254,1.148451,1.292522,1.132946,0.121342,1.090693,1.592659,1.259536,1.192976,1.227568,1.146137,0.951213,-0.968909,-0.873331,0.756509,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.530386,0.537441,0.245617,-0.359356,1.090513,0.517424,1.148439,1.290584,1.133159,0.117082,1.098181,1.605831,1.276757,1.20197,1.221173,1.145651,0.953125,-1.009933,-0.876767,0.656118,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.462675,0.480658,0.183976,-0.386009,1.095247,0.425183,1.142151,1.296472,1.129039,0.121936,1.108462,1.63154,1.291325,1.211721,1.21068,1.135294,0.938193,-0.998744,-0.825228,0.656118,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.468225,0.505642,0.187338,-0.397699,1.104842,0.351243,1.144913,1.313709,1.129039,0.117819,1.117095,1.650027,1.309695,1.221609,1.193037,1.129159,0.91985,-1.043498,-0.825228,0.605923,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.471,0.463244,0.208632,-0.390685,1.11207,0.246557,1.148251,1.322484,1.130901,0.129433,1.132474,1.618945,1.329353,1.241534,1.166401,1.137572,0.907621,-1.002474,-0.783996,0.725137,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.47766,0.503371,0.090955,-0.378995,1.12056,0.18067,1.145242,1.325365,1.128398,0.135926,1.144455,1.520211,1.338041,1.254922,1.148285,1.147219,0.880771,-1.036039,-0.783996,0.637295,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.39885,0.468544,0.201908,-0.338782,1.124758,0.073055,1.143961,1.333674,1.129619,0.13611,1.167558,1.495311,1.351575,1.266134,1.166494,1.133198,0.93886,-1.024851,-0.787432,0.480434,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.45213,0.520784,0.086472,-0.398868,1.130976,-0.088001,1.140247,1.349177,1.128062,0.14334,1.179707,1.541414,1.380326,1.281004,1.1474,1.152278,0.930536,-1.039769,-0.825228,0.260828,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.48876,0.58211,0.065178,-0.415234,1.139024,-0.228559,1.148991,1.353729,1.135021,0.146474,1.188255,1.556377,1.417873,1.295651,1.119284,1.145688,0.891798,-1.091982,-0.897383,0.342396,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.47655,0.518513,0.024831,-0.402375,1.145115,-0.316408,1.15971,1.362379,1.144789,0.155138,1.201548,1.541645,1.437406,1.305391,1.130905,1.158219,0.938457,-1.166572,-1.014206,0.285926,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.290624,0.350436,0.172769,-0.362629,1.146536,-0.397668,1.16635,1.369438,1.149673,0.162655,1.212822,1.520615,1.455136,1.320362,1.122666,1.164678,0.920951,-1.155383,-1.052001,0.285926,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.335579,0.396619,0.095438,-0.405882,1.1543,-0.470875,1.174166,1.378548,1.154923,0.163823,1.222986,1.51426,1.458699,1.332748,1.140305,1.189485,0.960628,-1.211326,-1.103541,0.172986,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.369989,0.364064,0.192942,-0.433236,1.166104,-0.502354,1.172744,1.391897,1.155442,0.163741,1.232123,1.48364,1.467651,1.345685,1.144513,1.187143,0.952746,-1.293374,-1.210056,0.07887,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.313379,0.384506,0.271394,-0.414065,1.170586,-0.537494,1.177962,1.417932,1.159624,0.177812,1.246291,1.509176,1.459642,1.35885,1.14072,1.187964,0.95977,-1.278456,-1.203184,0.110242,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.343349,0.356493,0.199666,-0.470176,1.180212,-0.549939,1.185379,1.422455,1.165332,0.179614,1.256438,1.462495,1.482971,1.370104,1.137482,1.204216,0.951314,-1.244891,-1.179132,0.154163,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.353894,0.366335,0.182855,-0.45007,1.183337,-0.558724,1.192019,1.422075,1.171498,0.182154,1.268772,1.367863,1.502676,1.382858,1.140017,1.208349,0.929228,-1.207596,-1.15508,0.235731,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.263428,0.30501,0.059574,-0.497063,1.18703,-0.534565,1.195369,1.423012,1.172505,0.185247,1.281139,1.401198,1.506436,1.389845,1.125975,1.208585,0.884136,-1.077064,-1.041693,0.467885,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.334469,0.301224,0.00802,-0.466903,1.194131,-0.537494,1.20255,1.426564,1.177694,0.184899,1.288728,1.344464,1.499832,1.392989,1.151745,1.236871,0.948616,-1.002474,-1.000462,0.605923,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.313379,0.305767,-0.085001,-0.505246,1.201075,-0.527245,1.214079,1.431935,1.189293,0.195898,1.301281,1.381382,1.498148,1.40359,1.143425,1.263559,0.894462,-1.054687,-1.058873,0.499257,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.186838,0.258069,0.021469,-0.56954,1.208019,-0.469411,1.21864,1.44134,1.193414,0.19811,1.312488,1.468562,1.498229,1.408814,1.129354,1.26289,0.832353,-1.043498,-1.065745,0.486708,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.113022,0.162674,-0.043534,-0.553175,1.211838,-0.4372,1.2173,1.444443,1.191857,0.207511,1.322819,1.532054,1.476126,1.413633,1.152064,1.259702,0.8556,-1.021121,-1.052001,0.442787,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.105252,0.186902,-0.044654,-0.580996,1.218308,-0.374241,1.220837,1.44059,1.197657,0.207245,1.332242,1.512065,1.479382,1.42297,1.188792,1.268074,0.89433,-1.073334,-1.089797,0.260828,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.165192,0.195987,-0.156728,-0.528626,1.22481,-0.333977,1.218616,1.440442,1.196344,0.22021,1.340992,1.484738,1.484302,1.432148,1.19199,1.254895,0.911054,-1.080793,-1.096669,0.254554,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.039761,0.145261,-0.208282,-0.486542,1.231217,-0.309819,1.220485,1.44903,1.198908,0.221787,1.344661,1.478036,1.486119,1.438937,1.199725,1.267311,0.891912,-1.144195,-1.158516,0.103967,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.133002,0.19523,-0.093967,-0.47345,1.237182,-0.287125,1.221425,1.459185,1.200038,0.226048,1.354235,1.49687,1.490395,1.449184,1.190454,1.267097,0.876467,-1.136736,-1.151644,0.116516,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.164082,0.170245,-0.050258,-0.487711,1.241822,-0.26077,1.232473,1.464414,1.206875,0.233319,1.364196,1.563079,1.500111,1.455127,1.173644,1.271962,0.866074,-1.162842,-1.179132,0.041223,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.115797,0.167217,-0.229576,-0.372449,1.244599,-0.249057,1.247188,1.464363,1.21826,0.229591,1.372341,1.542569,1.523325,1.45835,1.177934,1.322672,0.861782,-1.162842,-1.182568,0.041223,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.019781,0.111191,-0.166815,-0.513429,1.249113,-0.235147,1.249432,1.467096,1.222259,0.237845,1.382319,1.516802,1.535655,1.471736,1.223867,1.324674,0.89611,-1.174031,-1.175696,0.141614,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.043091,0.096049,-0.25087,-0.487711,1.256151,-0.202936,1.257166,1.467778,1.226654,0.241553,1.387804,1.56175,1.527393,1.482973,1.23349,1.349977,0.876837,-1.185219,-1.192876,0.129065,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.027949,0.04078,-0.161211,-0.511792,1.260885,-0.186831,1.263289,1.47403,1.231111,0.239627,1.397715,1.528992,1.526566,1.491498,1.242291,1.363757,0.89306,-1.207596,-1.210056,0.072595,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.0446,0.003682,-0.240784,-0.546161,1.265209,-0.157548,1.275677,1.484862,1.242649,0.249152,1.399297,1.513856,1.532253,1.501388,1.24222,1.352407,0.912316,-1.192678,-1.196312,0.116516,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.10676,-0.022816,-0.243025,-0.612793,1.277645,-0.093125,1.283551,1.489425,1.249273,0.241409,1.405372,1.531361,1.534499,1.509579,1.251351,1.366082,0.88044,-1.091982,-1.110413,0.285926,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.198891,-0.088684,-0.120865,-0.590348,1.284778,-0.03822,1.284116,1.497825,1.252569,0.250852,1.414912,1.499875,1.548103,1.515407,1.268464,1.366495,0.884536,-1.073334,-1.065745,0.216907,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.130625,-0.065971,-0.12983,-0.610455,1.28926,0.010829,1.291755,1.500661,1.259956,0.250155,1.417925,1.457411,1.60256,1.523245,1.311425,1.366725,0.961878,-1.080793,-1.055437,0.122791,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.183906,-0.17348,-0.188109,-0.611624,1.299296,0.040844,1.298395,1.506151,1.265298,0.248455,1.427297,1.427196,1.610218,1.522277,1.275374,1.407517,0.843715,-1.024851,-1.000462,0.185535,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.118415,-0.044015,-0.274406,-0.605311,1.306209,0.084769,1.301052,1.515619,1.267984,0.248496,1.437444,1.413157,1.632245,1.530217,1.306633,1.398466,0.890659,-1.039769,-1.000462,0.066321,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.042379,-0.03493,-0.342771,-0.666566,1.308134,0.078912,1.303355,1.510146,1.271281,0.25333,1.443215,1.394554,1.648871,1.536205,1.311462,1.413694,0.886537,-1.073334,-1.014206,-0.002698,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.12008,-0.132596,-0.425705,-0.671242,1.316308,0.129425,1.308632,1.504616,1.273448,0.254723,1.451578,1.375027,1.655323,1.537499,1.337458,1.415277,0.920254,-1.069605,-1.021078,-0.002698,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.11675,-0.084142,-0.424585,-0.686673,1.318802,0.143334,1.314732,1.508969,1.279858,0.256464,1.457535,1.360757,1.675479,1.548271,1.339135,1.40515,0.920377,-1.03231,-0.983282,0.041223,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.12785,-0.086413,-0.302424,-0.650201,1.324104,0.158708,1.321666,1.512453,1.285261,0.262219,1.459571,1.338283,1.705763,1.553062,1.332691,1.430803,0.919251,-0.972638,-0.917999,-0.015247,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.203886,-0.177265,-0.339408,-0.59292,1.326976,0.122836,1.319574,1.523609,1.286329,0.256976,1.462835,1.312516,1.73528,1.556186,1.33576,1.443543,0.932342,-0.942802,-0.866459,-0.040345,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.14339,-0.118211,-0.086122,-0.59596,1.333036,0.173349,1.321608,1.530457,1.288496,0.270023,1.48333,1.268839,1.771798,1.561592,1.336962,1.392639,0.927014,-1.017392,-0.897383,-0.266224,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.183351,-0.132596,-0.145521,-0.60461,1.340927,0.188723,1.319187,1.536981,1.286878,0.26861,1.494015,1.237757,1.799393,1.571246,1.311599,1.399574,0.891912,-1.050957,-0.900819,-0.423085,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.178356,-0.135625,-0.378634,-0.605779,1.341116,0.182866,1.328095,1.538073,1.292617,0.270289,1.499922,1.24157,1.805959,1.578645,1.29181,1.406425,0.900249,-1.10317,-0.95923,-0.441909,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.182241,-0.15001,-0.277768,-0.655812,1.348376,0.174082,1.339355,1.545188,1.299729,0.265394,1.507494,1.257747,1.813049,1.58563,1.292217,1.445832,0.915431,-1.110629,-0.997026,-0.510928,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.269377,-0.175751,-0.263198,-0.665397,1.357781,0.15578,1.350591,1.554042,1.308611,0.275943,1.512256,1.202978,1.803351,1.593524,1.271443,1.446098,0.858068,-1.140465,-1.045129,-0.548574,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.230526,-0.123511,-0.627438,-0.624483,1.358665,0.145531,1.351331,1.564778,1.310901,0.275799,1.528729,1.178597,1.808226,1.60619,1.276728,1.474307,0.874457,-1.147924,-1.069181,-0.611319,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.183351,-0.09777,-0.34165,-0.593154,1.365545,0.119176,1.350355,1.569813,1.312396,0.284586,1.548753,1.196103,1.815082,1.613065,1.281351,1.476972,0.908416,-1.241162,-1.127592,-0.812101,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.207216,-0.178023,-0.312511,-0.671242,1.368607,0.073788,1.357278,1.581003,1.316609,0.290813,1.562568,1.187725,1.823753,1.618016,1.261484,1.497039,0.889567,-1.289645,-1.18944,-0.830924,'\'(-inf-6.266667]\''
