@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.RemoveRange-V-R1-560-weka.filters.unsupervised.attribute.Remove-V-R102,63,105,115,112,65,114,113,108,109,99,106,69,118,22,62,107,103,60,38,3,5,117,111,1,119'

@attribute CPIMEDSL numeric
@attribute M2SL numeric
@attribute CUSR0000SAS numeric
@attribute CES3000000008 numeric
@attribute DSERRG3M086SBEA numeric
@attribute BOGMBASE numeric
@attribute CES2000000008 numeric
@attribute CES0600000008 numeric
@attribute CUSR0000SA0L5 numeric
@attribute PCEPI numeric
@attribute CPIAUCSL numeric
@attribute CPIULFSL numeric
@attribute REALLN numeric
@attribute INVEST numeric
@attribute CLF16OV numeric
@attribute M1SL numeric
@attribute CUSR0000SA0L2 numeric
@attribute CUSR0000SAC numeric
@attribute BUSINVx numeric
@attribute SRVPRD numeric
@attribute DPCERA3M086SBEA numeric
@attribute RETAILx numeric
@attribute DTCTHFNM numeric
@attribute DNDGRG3M086SBEA numeric
@attribute RPI numeric
@attribute UNRATE {'\'(-inf-6.266667]\'','\'(6.266667-10.533333]\'','\'(10.533333-inf)\''}

@data
-1.108895,-0.8699,-1.209774,-1.300564,-1.237897,-0.664949,-1.305001,-1.276748,-1.300447,-1.350427,-1.285878,-1.285761,-0.915636,-0.837569,-1.56959,-0.468711,-1.31902,-1.422896,-1.180412,-1.498478,-1.238719,-1.05217,-0.993602,-1.413395,-1.26006,'\'(-inf-6.266667]\''
-1.108895,-0.86953,-1.209774,-1.300564,-1.237324,-0.664776,-1.302817,-1.275522,-1.300447,-1.350121,-1.285526,-1.284582,-0.915438,-0.83747,-1.568653,-0.46867,-1.31902,-1.422896,-1.179839,-1.49448,-1.236637,-1.051365,-0.993356,-1.413554,-1.256953,'\'(-inf-6.266667]\''
-1.108326,-0.86921,-1.208881,-1.29783,-1.236894,-0.664602,-1.299539,-1.274295,-1.300447,-1.349755,-1.285408,-1.284582,-0.915262,-0.837807,-1.551137,-0.468609,-1.31902,-1.422896,-1.179061,-1.493882,-1.23558,-1.05044,-0.992817,-1.413395,-1.253196,'\'(-inf-6.266667]\''
-1.108326,-0.86879,-1.208881,-1.29783,-1.236322,-0.664487,-1.301724,-1.274295,-1.300447,-1.349694,-1.285056,-1.284582,-0.915082,-0.838679,-1.547359,-0.468507,-1.31902,-1.422896,-1.17853,-1.48979,-1.227317,-1.048915,-0.992088,-1.41438,-1.249466,'\'(-inf-6.266667]\''
-1.107758,-0.868302,-1.207987,-1.296463,-1.235892,-0.66414,-1.300632,-1.273068,-1.299209,-1.348992,-1.284703,-1.284582,-0.914926,-0.838728,-1.558693,-0.468445,-1.317726,-1.422896,-1.177889,-1.487334,-1.223858,-1.048826,-0.991216,-1.413141,-1.247266,'\'(-inf-6.266667]\''
-1.107758,-0.867797,-1.207987,-1.296463,-1.235491,-0.663851,-1.298447,-1.271841,-1.299209,-1.348351,-1.284586,-1.283403,-0.914698,-0.838939,-1.559474,-0.468199,-1.317726,-1.422896,-1.177575,-1.483085,-1.219374,-1.048258,-0.990478,-1.412124,-1.243856,'\'(-inf-6.266667]\''
-1.10719,-0.867242,-1.207987,-1.295096,-1.234632,-0.663851,-1.297355,-1.270614,-1.299209,-1.347985,-1.284233,-1.283403,-0.914495,-0.838477,-1.556008,-0.467994,-1.317726,-1.422896,-1.177057,-1.478772,-1.215691,-1.046639,-0.989843,-1.412569,-1.240287,'\'(-inf-6.266667]\''
-1.10719,-0.866653,-1.207987,-1.292362,-1.234317,-0.663562,-1.298447,-1.269387,-1.29797,-1.347222,-1.28388,-1.283403,-0.914286,-0.837389,-1.550637,-0.46781,-1.316432,-1.421207,-1.175475,-1.474019,-1.218253,-1.04554,-0.989436,-1.410727,-1.237667,'\'(-inf-6.266667]\''
-1.10719,-0.866283,-1.207093,-1.29783,-1.23383,-0.663389,-1.294077,-1.271841,-1.29797,-1.346916,-1.28341,-1.283403,-0.914102,-0.836496,-1.550075,-0.467708,-1.316432,-1.421207,-1.175488,-1.470556,-1.214249,-1.050093,-0.98907,-1.410314,-1.237314,'\'(-inf-6.266667]\''
-1.106621,-0.865795,-1.206199,-1.295096,-1.233458,-0.663042,-1.296262,-1.270614,-1.29797,-1.346214,-1.282352,-1.282224,-0.913916,-0.835754,-1.550762,-0.467544,-1.316432,-1.419518,-1.174465,-1.466716,-1.219854,-1.049031,-0.988876,-1.409297,-1.233029,'\'(-inf-6.266667]\''
-1.106621,-0.86534,-1.206199,-1.292362,-1.232971,-0.662522,-1.292985,-1.268161,-1.296731,-1.345482,-1.281882,-1.282224,-0.913656,-0.835314,-1.545173,-0.467482,-1.315139,-1.417829,-1.173456,-1.463001,-1.213929,-1.043716,-0.987773,-1.408344,-1.226686,'\'(-inf-6.266667]\''
-1.106621,-0.864869,-1.205305,-1.290994,-1.232455,-0.662869,-1.29517,-1.268161,-1.295492,-1.344932,-1.28153,-1.281045,-0.913439,-0.835535,-1.541926,-0.4674,-1.315139,-1.417829,-1.172147,-1.459885,-1.209541,-1.042838,-0.987708,-1.407677,-1.222629,'\'(-inf-6.266667]\''
-1.106053,-0.864381,-1.204412,-1.289627,-1.23194,-0.663216,-1.287523,-1.26448,-1.295492,-1.344719,-1.28153,-1.281045,-0.913244,-0.835815,-1.532934,-0.46736,-1.313845,-1.419518,-1.171424,-1.454376,-1.199613,-1.042076,-0.987383,-1.40809,-1.222261,'\'(-inf-6.266667]\''
-1.105485,-0.86391,-1.204412,-1.28826,-1.231596,-0.6631,-1.286431,-1.263253,-1.295492,-1.344078,-1.281177,-1.279866,-0.912993,-0.836128,-1.530061,-0.467237,-1.313845,-1.417829,-1.169665,-1.450379,-1.197659,-1.04328,-0.987044,-1.406629,-1.219104,'\'(-inf-6.266667]\''
-1.105485,-0.86354,-1.203518,-1.28826,-1.231138,-0.662869,-1.289708,-1.26448,-1.294253,-1.343284,-1.280354,-1.279866,-0.912731,-0.836557,-1.52135,-0.467134,-1.313845,-1.417829,-1.168833,-1.443107,-1.193143,-1.04227,-0.986197,-1.405009,-1.21641,'\'(-inf-6.266667]\''
-1.104916,-0.863254,-1.203518,-1.285526,-1.230508,-0.662811,-1.284246,-1.262026,-1.294253,-1.342155,-1.279179,-1.279866,-0.912502,-0.837136,-1.513919,-0.467196,-1.311258,-1.41614,-1.167892,-1.439802,-1.193752,-1.040393,-0.98543,-1.403007,-1.212791,'\'(-inf-6.266667]\''
-1.104916,-0.862749,-1.203518,-1.285526,-1.230193,-0.662465,-1.280969,-1.2608,-1.291776,-1.340689,-1.277651,-1.279866,-0.912245,-0.837107,-1.515605,-0.467093,-1.309964,-1.412762,-1.166719,-1.435993,-1.199068,-1.041129,-0.984534,-1.397004,-1.210867,'\'(-inf-6.266667]\''
-1.10378,-0.862278,-1.202624,-1.285526,-1.22962,-0.662118,-1.285338,-1.262026,-1.293015,-1.340323,-1.278004,-1.279866,-0.911984,-0.837083,-1.504708,-0.466929,-1.309964,-1.412762,-1.165301,-1.430138,-1.191125,-1.039137,-0.983808,-1.396908,-1.206396,'\'(-inf-6.266667]\''
-1.10378,-0.86179,-1.202624,-1.284159,-1.228933,-0.662234,-1.282061,-1.259573,-1.293015,-1.340201,-1.278356,-1.279866,-0.911702,-0.837119,-1.509235,-0.466786,-1.311258,-1.414451,-1.163937,-1.425479,-1.186417,-1.038742,-0.982848,-1.398433,-1.203608,'\'(-inf-6.266667]\''
-1.10378,-0.861167,-1.20173,-1.282792,-1.228188,-0.662002,-1.280969,-1.258346,-1.291776,-1.339957,-1.277534,-1.278687,-0.911402,-0.836743,-1.512795,-0.466561,-1.309964,-1.414451,-1.163405,-1.419813,-1.175624,-1.038411,-0.982599,-1.399481,-1.187195,'\'(-inf-6.266667]\''
-1.103211,-0.860646,-1.200837,-1.281425,-1.227587,-0.661714,-1.278784,-1.257119,-1.290537,-1.339804,-1.277181,-1.277508,-0.911129,-0.835131,-1.502304,-0.466315,-1.30867,-1.412762,-1.16275,-1.415343,-1.166432,-1.035189,-0.982538,-1.398306,-1.19014,'\'(-inf-6.266667]\''
-1.102643,-0.860124,-1.199943,-1.281425,-1.226785,-0.661425,-1.277692,-1.257119,-1.290537,-1.33895,-1.276006,-1.277508,-0.910864,-0.835056,-1.503584,-0.466172,-1.30867,-1.411073,-1.161714,-1.41059,-1.16672,-1.033643,-0.982283,-1.397512,-1.185051,'\'(-inf-6.266667]\''
-1.102643,-0.859535,-1.199943,-1.280058,-1.226097,-0.660616,-1.277692,-1.255892,-1.289298,-1.337118,-1.274831,-1.276329,-0.910645,-0.8344,-1.494342,-0.465946,-1.306083,-1.409384,-1.160623,-1.40442,-1.165343,-1.03318,-0.981302,-1.394716,-1.181373,'\'(-inf-6.266667]\''
-1.102075,-0.859064,-1.199049,-1.278691,-1.22541,-0.660905,-1.277692,-1.255892,-1.288059,-1.336508,-1.274478,-1.276329,-0.91033,-0.8342,-1.491438,-0.46568,-1.306083,-1.407695,-1.159464,-1.399887,-1.161084,-1.032318,-0.981565,-1.392366,-1.179691,'\'(-inf-6.266667]\''
-1.102075,-0.858626,-1.199049,-1.275956,-1.224694,-0.661309,-1.27223,-1.253439,-1.28682,-1.334402,-1.272127,-1.27515,-0.909998,-0.834876,-1.498682,-0.465578,-1.303495,-1.404317,-1.157445,-1.394662,-1.156568,-1.031929,-0.981823,-1.387982,-1.176238,'\'(-inf-6.266667]\''
-1.100938,-0.858189,-1.198155,-1.275956,-1.22415,-0.661251,-1.271137,-1.252212,-1.285582,-1.33315,-1.270952,-1.27515,-0.909745,-0.835772,-1.494904,-0.465393,-1.302202,-1.402628,-1.155836,-1.388492,-1.151315,-1.029632,-0.981914,-1.38506,-1.172503,'\'(-inf-6.266667]\''
-1.10037,-0.857836,-1.196368,-1.273222,-1.222861,-0.660905,-1.266768,-1.249758,-1.283104,-1.33138,-1.269777,-1.272793,-0.9095,-0.835634,-1.486692,-0.465127,-1.299614,-1.400939,-1.154445,-1.382448,-1.150963,-1.031451,-0.981718,-1.382963,-1.173071,'\'(-inf-6.266667]\''
-1.099802,-0.857701,-1.195474,-1.273222,-1.221744,-0.660847,-1.265675,-1.249758,-1.283104,-1.330739,-1.268954,-1.271614,-0.909301,-0.835854,-1.483289,-0.465229,-1.299614,-1.400939,-1.15229,-1.37716,-1.157304,-1.033716,-0.981498,-1.383598,-1.170774,'\'(-inf-6.266667]\''
-1.099233,-0.857516,-1.19458,-1.273222,-1.220427,-0.660558,-1.262398,-1.248531,-1.281865,-1.329457,-1.268601,-1.270435,-0.908977,-0.83652,-1.477044,-0.465168,-1.299614,-1.400939,-1.149972,-1.369983,-1.155511,-1.030725,-0.980933,-1.382772,-1.167326,'\'(-inf-6.266667]\''
-1.098097,-0.857566,-1.192793,-1.270488,-1.219539,-0.65998,-1.262398,-1.247305,-1.280626,-1.328449,-1.267779,-1.269256,-0.908791,-0.836486,-1.474265,-0.465434,-1.298321,-1.39925,-1.148144,-1.364821,-1.149682,-1.030168,-0.98045,-1.382359,-1.164486,'\'(-inf-6.266667]\''
-1.097528,-0.85728,-1.192793,-1.269121,-1.218766,-0.660211,-1.260213,-1.244851,-1.279387,-1.326465,-1.265428,-1.268077,-0.908669,-0.836086,-1.464586,-0.465332,-1.295733,-1.397561,-1.146194,-1.361484,-1.148625,-1.028659,-0.979987,-1.37788,-1.160924,'\'(-inf-6.266667]\''
-1.095823,-0.856809,-1.191005,-1.266387,-1.217477,-0.659807,-1.256936,-1.243624,-1.278149,-1.324817,-1.264253,-1.268077,-0.908488,-0.835243,-1.464274,-0.465086,-1.29444,-1.394183,-1.144625,-1.356447,-1.142315,-1.028386,-0.980022,-1.375657,-1.156634,'\'(-inf-6.266667]\''
-1.094687,-0.856759,-1.190112,-1.26502,-1.216102,-0.659691,-1.258028,-1.242397,-1.27691,-1.323443,-1.263078,-1.265719,-0.908292,-0.835194,-1.459809,-0.46525,-1.293146,-1.394183,-1.142512,-1.351159,-1.145326,-1.028964,-0.97987,-1.374831,-1.153648,'\'(-inf-6.266667]\''
-1.09355,-0.856489,-1.188324,-1.263653,-1.215215,-0.65946,-1.255844,-1.24117,-1.27691,-1.32268,-1.262725,-1.26454,-0.908151,-0.834702,-1.446976,-0.465209,-1.293146,-1.394183,-1.140589,-1.345871,-1.143885,-1.028917,-0.97961,-1.374672,-1.14917,'\'(-inf-6.266667]\''
-1.092982,-0.856001,-1.188324,-1.26502,-1.214413,-0.658767,-1.254751,-1.24117,-1.275671,-1.321581,-1.262255,-1.26454,-0.907972,-0.833256,-1.446008,-0.465086,-1.293146,-1.394183,-1.138966,-1.340834,-1.142796,-1.029873,-0.978535,-1.374322,-1.149406,'\'(-inf-6.266667]\''
-1.091845,-0.855766,-1.18743,-1.263653,-1.213639,-0.658998,-1.251474,-1.239944,-1.27691,-1.321551,-1.26249,-1.263361,-0.90782,-0.832399,-1.446071,-0.465106,-1.291852,-1.394183,-1.13692,-1.335829,-1.139529,-1.036329,-0.979191,-1.374831,-1.142644,'\'(-inf-6.266667]\''
-1.091277,-0.855177,-1.186537,-1.260918,-1.21278,-0.659287,-1.251474,-1.23749,-1.275671,-1.32094,-1.261315,-1.262182,-0.907704,-0.831512,-1.449755,-0.464881,-1.291852,-1.394183,-1.136129,-1.332933,-1.142091,-1.037612,-0.979841,-1.374513,-1.14176,'\'(-inf-6.266667]\''
-1.090709,-0.854403,-1.185643,-1.260918,-1.212236,-0.659345,-1.250382,-1.23749,-1.275671,-1.320666,-1.261315,-1.262182,-0.90757,-0.830418,-1.455781,-0.464512,-1.290559,-1.394183,-1.134997,-1.327613,-1.138504,-1.036345,-0.980245,-1.37499,-1.137293,'\'(-inf-6.266667]\''
-1.089572,-0.853999,-1.184749,-1.259551,-1.211234,-0.659287,-1.248197,-1.236263,-1.275671,-1.319781,-1.260139,-1.261003,-0.907426,-0.830715,-1.441762,-0.464635,-1.290559,-1.394183,-1.134247,-1.327204,-1.131906,-1.036024,-0.980391,-1.375275,-1.137908,'\'(-inf-6.266667]\''
-1.089004,-0.853141,-1.184749,-1.258184,-1.210489,-0.659229,-1.24492,-1.235036,-1.274432,-1.318773,-1.260139,-1.259824,-0.90726,-0.830937,-1.441887,-0.464328,-1.290559,-1.392494,-1.133756,-1.320373,-1.13197,-1.036603,-0.980544,-1.374259,-1.136551,'\'(-inf-6.266667]\''
-1.087867,-0.852333,-1.182962,-1.258184,-1.209315,-0.658883,-1.241643,-1.233809,-1.273193,-1.317094,-1.257789,-1.258645,-0.907049,-0.831194,-1.426369,-0.464062,-1.287971,-1.390805,-1.133415,-1.315714,-1.127839,-1.032807,-0.980245,-1.371749,-1.13363,'\'(-inf-6.266667]\''
-1.087299,-0.85161,-1.182962,-1.25545,-1.208599,-0.65842,-1.237273,-1.230129,-1.271955,-1.315293,-1.256613,-1.257466,-0.906848,-0.829609,-1.420311,-0.463837,-1.286678,-1.387427,-1.132678,-1.311717,-1.130337,-1.033711,-0.980061,-1.369081,-1.12984,'\'(-inf-6.266667]\''
-1.08673,-0.850852,-1.182068,-1.252716,-1.20774,-0.658478,-1.236181,-1.228902,-1.269477,-1.313645,-1.255438,-1.256287,-0.906645,-0.828581,-1.412568,-0.463509,-1.28409,-1.384049,-1.131137,-1.30731,-1.128255,-1.03368,-0.979809,-1.366603,-1.126321,'\'(-inf-6.266667]\''
-1.085594,-0.850196,-1.181174,-1.252716,-1.20648,-0.658189,-1.232903,-1.227675,-1.268238,-1.312027,-1.254263,-1.253929,-0.906397,-0.826791,-1.409446,-0.463304,-1.282797,-1.384049,-1.130346,-1.303123,-1.122362,-1.03,-0.980063,-1.365174,-1.125736,'\'(-inf-6.266667]\''
-1.084457,-0.849607,-1.179387,-1.251349,-1.205363,-0.657785,-1.230719,-1.226448,-1.266999,-1.310532,-1.253088,-1.25275,-0.906138,-0.824884,-1.397518,-0.46312,-1.281503,-1.38236,-1.130401,-1.301329,-1.129024,-1.032029,-0.980102,-1.364348,-1.124767,'\'(-inf-6.266667]\''
-1.083889,-0.849102,-1.179387,-1.249982,-1.204274,-0.657438,-1.227441,-1.223995,-1.26576,-1.308761,-1.250737,-1.251571,-0.90586,-0.824103,-1.397612,-0.462956,-1.280209,-1.380671,-1.12871,-1.293113,-1.12422,-1.028943,-0.97999,-1.361902,-1.120015,'\'(-inf-6.266667]\''
-1.082752,-0.848497,-1.177599,-1.247247,-1.203071,-0.656687,-1.225257,-1.222768,-1.264522,-1.307907,-1.249562,-1.250392,-0.905535,-0.823962,-1.388245,-0.462771,-1.278916,-1.377293,-1.127332,-1.288202,-1.114772,-1.025084,-0.979179,-1.361425,-1.117912,'\'(-inf-6.266667]\''
-1.082184,-0.848059,-1.176705,-1.241779,-1.201582,-0.656745,-1.216518,-1.217861,-1.263283,-1.305404,-1.248386,-1.248034,-0.905246,-0.823669,-1.416752,-0.462567,-1.276328,-1.375604,-1.126064,-1.287447,-1.110192,-1.027576,-0.979905,-1.357963,-1.113778,'\'(-inf-6.266667]\''
-1.081616,-0.847554,-1.175812,-1.240412,-1.199864,-0.657034,-1.221979,-1.216634,-1.262044,-1.303206,-1.247211,-1.246855,-0.904925,-0.823306,-1.396394,-0.462485,-1.275035,-1.373915,-1.124959,-1.280805,-1.109455,-1.025973,-0.980066,-1.355326,-1.10798,'\'(-inf-6.266667]\''
-1.080479,-0.847083,-1.174024,-1.237678,-1.198289,-0.656861,-1.216518,-1.21418,-1.260805,-1.301436,-1.246036,-1.245676,-0.904602,-0.822994,-1.395582,-0.462321,-1.273741,-1.372226,-1.124114,-1.27835,-1.097348,-1.02266,-0.980037,-1.353897,-1.101436,'\'(-inf-6.266667]\''
-1.079911,-0.846663,-1.17313,-1.236311,-1.197057,-0.656572,-1.215425,-1.211726,-1.259566,-1.299726,-1.24486,-1.244497,-0.90429,-0.823661,-1.395145,-0.462096,-1.272447,-1.370537,-1.122423,-1.272904,-1.100071,-1.022981,-0.979736,-1.351737,-1.097978,'\'(-inf-6.266667]\''
-1.079342,-0.846124,-1.172237,-1.233576,-1.195625,-0.656514,-1.211056,-1.209273,-1.258328,-1.297712,-1.243685,-1.244497,-0.903986,-0.823469,-1.377129,-0.461809,-1.271154,-1.370537,-1.120609,-1.271393,-1.09501,-1.022082,-0.979393,-1.349005,-1.093902,'\'(-inf-6.266667]\''
-1.078774,-0.845501,-1.170449,-1.232209,-1.19405,-0.656052,-1.211056,-1.209273,-1.25585,-1.295941,-1.241335,-1.24096,-0.903606,-0.824091,-1.368605,-0.461522,-1.268566,-1.367159,-1.119518,-1.263712,-1.088701,-1.019769,-0.978477,-1.347512,-1.090304,'\'(-inf-6.266667]\''
-1.077637,-0.844997,-1.168662,-1.230842,-1.192847,-0.65559,-1.206686,-1.206819,-1.253372,-1.294262,-1.238984,-1.239781,-0.903411,-0.823789,-1.373289,-0.461297,-1.267273,-1.36547,-1.118754,-1.258802,-1.081783,-1.017966,-0.977733,-1.345606,-1.085514,'\'(-inf-6.266667]\''
-1.077069,-0.844357,-1.166874,-1.230842,-1.191358,-0.655474,-1.205594,-1.205592,-1.252133,-1.292004,-1.237809,-1.237423,-0.903275,-0.822141,-1.378253,-0.46103,-1.265979,-1.362092,-1.117022,-1.253041,-1.079733,-1.016057,-0.976972,-1.342524,-1.081884,'\'(-inf-6.266667]\''
-1.075932,-0.843651,-1.16598,-1.226741,-1.189897,-0.655416,-1.203409,-1.201912,-1.250895,-1.290081,-1.236633,-1.236244,-0.902998,-0.820283,-1.376786,-0.460846,-1.264685,-1.360403,-1.116067,-1.249453,-1.08079,-1.019191,-0.976995,-1.340777,-1.078153,'\'(-inf-6.266667]\''
-1.074796,-0.842977,-1.164193,-1.224007,-1.188294,-0.654954,-1.199039,-1.200685,-1.248417,-1.287639,-1.234283,-1.235065,-0.902614,-0.818947,-1.375069,-0.46058,-1.262098,-1.357025,-1.114363,-1.242905,-1.079541,-1.015148,-0.976532,-1.33741,-1.076796,'\'(-inf-6.266667]\''
-1.073659,-0.84217,-1.163299,-1.221273,-1.186948,-0.654434,-1.19467,-1.197004,-1.245939,-1.285746,-1.233107,-1.232707,-0.90224,-0.818572,-1.365827,-0.46017,-1.259511,-1.355336,-1.113503,-1.237554,-1.075377,-1.011483,-0.976058,-1.335472,-1.073183,'\'(-inf-6.266667]\''
-1.072523,-0.841429,-1.161511,-1.219905,-1.185401,-0.653625,-1.19467,-1.195778,-1.244701,-1.284586,-1.230757,-1.231528,-0.901888,-0.8171,-1.357896,-0.459883,-1.259511,-1.353647,-1.112617,-1.232549,-1.077235,-1.013665,-0.974793,-1.334773,-1.069926,'\'(-inf-6.266667]\''
-1.071954,-0.841009,-1.159724,-1.217171,-1.183683,-0.653741,-1.191392,-1.193324,-1.243462,-1.282389,-1.229582,-1.22917,-0.901521,-0.817861,-1.356022,-0.459617,-1.258217,-1.351958,-1.111403,-1.227386,-1.071118,-1.012051,-0.975148,-1.332073,-1.069194,'\'(-inf-6.266667]\''
-1.070249,-0.840571,-1.15883,-1.215804,-1.182423,-0.654261,-1.191392,-1.19087,-1.242223,-1.280954,-1.228406,-1.226812,-0.901113,-0.819439,-1.340536,-0.459494,-1.25563,-1.350269,-1.109548,-1.222696,-1.066282,-1.010952,-0.97513,-1.331597,-1.065436,'\'(-inf-6.266667]\''
-1.069113,-0.840151,-1.156149,-1.214437,-1.180532,-0.654376,-1.181561,-1.188417,-1.238506,-1.278298,-1.22488,-1.223275,-0.900739,-0.820266,-1.338662,-0.459351,-1.253042,-1.345202,-1.107748,-1.218037,-1.069645,-1.012177,-0.975095,-1.328674,-1.06179,'\'(-inf-6.266667]\''
-1.067976,-0.839932,-1.154361,-1.211703,-1.1789,-0.65403,-1.177191,-1.185963,-1.236029,-1.275795,-1.22253,-1.222096,-0.900402,-0.820184,-1.332355,-0.459208,-1.250455,-1.343513,-1.106221,-1.212843,-1.066538,-1.01131,-0.974544,-1.324735,-1.059833,'\'(-inf-6.266667]\''
-1.066839,-0.839797,-1.152574,-1.210336,-1.176895,-0.653452,-1.171729,-1.183509,-1.23479,-1.273506,-1.221354,-1.220917,-0.900102,-0.821827,-1.337226,-0.459187,-1.249161,-1.341824,-1.104284,-1.207429,-1.061381,-1.009854,-0.973815,-1.322035,-1.056632,'\'(-inf-6.266667]\''
-1.066271,-0.839461,-1.15168,-1.208969,-1.175549,-0.653394,-1.166267,-1.181056,-1.232312,-1.270728,-1.219004,-1.218559,-0.899925,-0.82267,-1.319397,-0.459085,-1.246574,-1.336757,-1.103043,-1.200315,-1.06436,-1.010821,-0.972758,-1.316667,-1.053835,'\'(-inf-6.266667]\''
-1.065135,-0.839292,-1.149893,-1.204867,-1.173573,-0.653279,-1.166267,-1.178602,-1.231074,-1.268195,-1.216653,-1.21738,-0.899692,-0.823277,-1.315307,-0.459003,-1.243987,-1.335068,-1.101338,-1.197671,-1.065353,-1.010732,-0.972021,-1.313522,-1.049335,'\'(-inf-6.266667]\''
-1.064566,-0.839191,-1.148105,-1.202133,-1.172198,-0.653221,-1.161898,-1.176148,-1.228596,-1.266608,-1.215478,-1.215022,-0.899494,-0.823988,-1.306596,-0.459003,-1.242693,-1.33169,-1.099797,-1.192697,-1.058307,-1.008944,-0.971362,-1.311997,-1.044181,'\'(-inf-6.266667]\''
-1.062861,-0.838855,-1.145424,-1.199399,-1.170337,-0.653221,-1.156436,-1.171241,-1.226118,-1.264196,-1.213127,-1.212664,-0.899346,-0.823982,-1.300851,-0.458921,-1.240106,-1.330001,-1.098038,-1.191784,-1.057346,-1.00682,-0.971192,-1.308566,-1.042033,'\'(-inf-6.266667]\''
-1.063998,-0.838636,-1.14453,-1.198032,-1.168389,-0.652874,-1.153159,-1.170014,-1.223641,-1.262212,-1.210777,-1.211485,-0.899197,-0.824567,-1.294481,-0.458757,-1.238812,-1.326623,-1.096442,-1.184891,-1.053342,-1.005106,-0.970791,-1.307931,-1.040482,'\'(-inf-6.266667]\''
-1.062861,-0.8383,-1.142743,-1.196665,-1.166757,-0.652181,-1.149882,-1.167561,-1.221163,-1.259679,-1.208426,-1.209127,-0.89907,-0.8237,-1.29751,-0.458614,-1.236225,-1.323245,-1.095542,-1.181711,-1.054239,-1.005238,-0.970399,-1.303928,-1.039678,'\'(-inf-6.266667]\''
-1.062293,-0.837879,-1.140955,-1.195298,-1.164838,-0.651488,-1.143327,-1.165107,-1.218685,-1.256993,-1.206076,-1.206769,-0.898978,-0.823293,-1.290422,-0.458552,-1.232344,-1.319867,-1.093974,-1.178217,-1.054944,-1.003787,-0.969605,-1.299576,-1.037925,'\'(-inf-6.266667]\''
-1.061156,-0.837593,-1.138274,-1.193931,-1.16312,-0.651719,-1.14005,-1.166334,-1.216208,-1.254886,-1.203725,-1.204411,-0.898682,-0.824215,-1.279275,-0.458081,-1.23105,-1.316489,-1.093769,-1.17529,-1.0503,-1.003298,-0.97029,-1.296622,-1.036424,'\'(-inf-6.266667]\''
-1.06002,-0.838148,-1.136486,-1.192564,-1.161373,-0.652412,-1.137865,-1.162653,-1.21373,-1.252536,-1.201374,-1.202053,-0.898512,-0.825299,-1.273968,-0.458327,-1.228463,-1.313111,-1.092433,-1.17189,-1.046873,-1.002551,-0.970595,-1.293445,-1.034371,'\'(-inf-6.266667]\''
